time_s,temp_c,setpoint_c,pwm,error_c,phase
24.4904,217.6471,200.00,0,-17.6471,pid
24.7926,217.6471,200.00,0,-17.6471,pid
25.1036,217.6471,200.00,0,-17.6471,pid
25.4119,217.6471,200.00,0,-17.6471,pid
25.7351,217.6471,200.00,0,-17.6471,pid
26.0355,217.6471,200.00,0,-17.6471,pid
26.3107,217.6471,200.00,0,-17.6471,pid
26.5771,217.6471,200.00,0,-17.6471,pid
26.8789,217.6471,200.00,0,-17.6471,pid
27.1760,217.6471,200.00,0,-17.6471,pid
27.4542,217.6471,200.00,0,-17.6471,pid
27.7699,217.6471,200.00,0,-17.6471,pid
28.0871,217.6471,200.00,0,-17.6471,pid
28.3751,217.6471,200.00,0,-17.6471,pid
28.6667,217.6471,200.00,0,-17.6471,pid
28.9529,217.6471,200.00,0,-17.6471,pid
29.2147,217.6471,200.00,0,-17.6471,pid
29.4930,217.6471,200.00,0,-17.6471,pid
29.7704,217.6471,200.00,0,-17.6471,pid
30.0315,217.6471,200.00,0,-17.6471,pid
30.2889,217.6471,200.00,0,-17.6471,pid
30.5433,217.6471,200.00,0,-17.6471,pid
30.8098,217.6471,200.00,0,-17.6471,pid
31.1306,217.6471,200.00,0,-17.6471,pid
31.4193,217.6471,200.00,0,-17.6471,pid
31.7019,217.6471,200.00,0,-17.6471,pid
31.9733,217.6471,200.00,0,-17.6471,pid
32.2459,217.6471,200.00,0,-17.6471,pid
32.5040,217.6471,200.00,0,-17.6471,pid
32.7625,217.6471,200.00,0,-17.6471,pid
33.0120,217.6471,200.00,0,-17.6471,pid
33.3037,217.6471,200.00,0,-17.6471,pid
33.5775,217.6471,200.00,0,-17.6471,pid
33.8608,217.6471,200.00,0,-17.6471,pid
34.1418,217.6471,200.00,0,-17.6471,pid
34.4544,217.6471,200.00,0,-17.6471,pid
34.7313,217.6471,200.00,0,-17.6471,pid
35.0229,217.6471,200.00,0,-17.6471,pid
35.2783,217.6471,200.00,0,-17.6471,pid
35.5554,217.6471,200.00,0,-17.6471,pid
35.8093,217.6471,200.00,0,-17.6471,pid
36.0781,217.6471,200.00,0,-17.6471,pid
36.3672,217.6471,200.00,0,-17.6471,pid
36.6606,217.6471,200.00,0,-17.6471,pid
36.9494,217.6471,200.00,0,-17.6471,pid
37.2904,217.6471,200.00,0,-17.6471,pid
37.6430,217.6471,200.00,0,-17.6471,pid
37.9933,217.6471,200.00,0,-17.6471,pid
38.3597,217.6471,200.00,0,-17.6471,pid
38.7496,217.6471,200.00,0,-17.6471,pid
39.2467,217.6471,200.00,0,-17.6471,pid
39.6855,217.6471,200.00,0,-17.6471,pid
40.0765,217.6471,200.00,0,-17.6471,pid
40.5182,217.6471,200.00,0,-17.6471,pid
40.9243,217.6471,200.00,0,-17.6471,pid
