time_s,temp_c,setpoint_c,pwm,error_c,phase
0.1696,0.0000,200.00,255,200.0000,preheat
0.2289,0.0000,200.00,255,200.0000,preheat
0.3101,0.0000,200.00,255,200.0000,preheat
0.3910,0.0000,200.00,255,200.0000,preheat
0.4780,0.0000,200.00,255,200.0000,preheat
0.5597,0.0000,200.00,255,200.0000,preheat
0.6409,0.0000,200.00,255,200.0000,preheat
0.7216,0.0000,200.00,255,200.0000,preheat
0.8133,0.0000,200.00,255,200.0000,preheat
0.9021,0.0000,200.00,255,200.0000,preheat
0.9702,0.0000,200.00,255,200.0000,preheat
1.0707,0.0000,200.00,255,200.0000,preheat
1.1638,0.0000,200.00,255,200.0000,preheat
1.2462,0.0000,200.00,255,200.0000,preheat
1.3367,0.0000,200.00,255,200.0000,preheat
1.4199,151.7647,200.00,255,48.2353,preheat
1.5168,151.7647,200.00,255,48.2353,preheat
1.5921,163.5294,200.00,255,36.4706,preheat
1.6800,174.1176,200.00,255,25.8824,preheat
0.0303,200.0000,200.00,0,0.0000,pid
0.1663,217.6471,200.00,0,-17.6471,pid
1.0204,217.6471,200.00,0,-17.6471,pid
1.3781,217.6471,200.00,0,-17.6471,pid
1.7001,217.6471,200.00,0,-17.6471,pid
2.0535,217.6471,200.00,0,-17.6471,pid
2.3950,217.6471,200.00,0,-17.6471,pid
2.7052,217.6471,200.00,0,-17.6471,pid
3.0001,217.6471,200.00,0,-17.6471,pid
3.3191,217.6471,200.00,0,-17.6471,pid
3.6327,217.6471,200.00,0,-17.6471,pid
3.9359,217.6471,200.00,0,-17.6471,pid
4.2499,217.6471,200.00,0,-17.6471,pid
4.5369,217.6471,200.00,0,-17.6471,pid
4.8184,217.6471,200.00,0,-17.6471,pid
5.1074,217.6471,200.00,0,-17.6471,pid
5.3693,217.6471,200.00,0,-17.6471,pid
5.6385,217.6471,200.00,0,-17.6471,pid
5.8927,217.6471,200.00,0,-17.6471,pid
6.1590,217.6471,200.00,0,-17.6471,pid
6.4148,217.6471,200.00,0,-17.6471,pid
6.7179,217.6471,200.00,0,-17.6471,pid
7.0151,217.6471,200.00,0,-17.6471,pid
7.3050,217.6471,200.00,0,-17.6471,pid
7.5689,217.6471,200.00,0,-17.6471,pid
7.8406,217.6471,200.00,0,-17.6471,pid
8.1113,217.6471,200.00,0,-17.6471,pid
8.3778,217.6471,200.00,0,-17.6471,pid
8.6314,217.6471,200.00,0,-17.6471,pid
8.8845,217.6471,200.00,0,-17.6471,pid
9.1246,217.6471,200.00,0,-17.6471,pid
9.3703,217.6471,200.00,0,-17.6471,pid
9.6159,217.6471,200.00,0,-17.6471,pid
9.8616,217.6471,200.00,0,-17.6471,pid
10.1169,217.6471,200.00,0,-17.6471,pid
10.3891,217.6471,200.00,0,-17.6471,pid
10.6697,217.6471,200.00,0,-17.6471,pid
10.9724,217.6471,200.00,0,-17.6471,pid
11.2412,217.6471,200.00,0,-17.6471,pid
11.5090,217.6471,200.00,0,-17.6471,pid
11.7492,217.6471,200.00,0,-17.6471,pid
12.0135,217.6471,200.00,0,-17.6471,pid
12.2630,217.6471,200.00,0,-17.6471,pid
12.5293,217.6471,200.00,0,-17.6471,pid
12.7721,217.6471,200.00,0,-17.6471,pid
13.0234,217.6471,200.00,0,-17.6471,pid
13.2608,217.6471,200.00,0,-17.6471,pid
13.5092,217.6471,200.00,0,-17.6471,pid
13.7750,217.6471,200.00,0,-17.6471,pid
14.0298,217.6471,200.00,0,-17.6471,pid
14.3040,217.6471,200.00,0,-17.6471,pid
14.5377,217.6471,200.00,0,-17.6471,pid
14.7955,217.6471,200.00,0,-17.6471,pid
15.0450,217.6471,200.00,0,-17.6471,pid
15.2977,217.6471,200.00,0,-17.6471,pid
15.5449,217.6471,200.00,0,-17.6471,pid
15.7864,217.6471,200.00,0,-17.6471,pid
16.0254,217.6471,200.00,0,-17.6471,pid
16.2644,217.6471,200.00,0,-17.6471,pid
16.5196,217.6471,200.00,0,-17.6471,pid
16.7784,217.6471,200.00,0,-17.6471,pid
17.0065,217.6471,200.00,0,-17.6471,pid
17.2955,217.6471,200.00,0,-17.6471,pid
17.5649,217.6471,200.00,0,-17.6471,pid
17.8272,217.6471,200.00,0,-17.6471,pid
18.0797,217.6471,200.00,0,-17.6471,pid
18.3238,217.6471,200.00,0,-17.6471,pid
18.5700,217.6471,200.00,0,-17.6471,pid
18.8212,217.6471,200.00,0,-17.6471,pid
19.0856,217.6471,200.00,0,-17.6471,pid
19.3254,217.6471,200.00,0,-17.6471,pid
19.6026,217.6471,200.00,0,-17.6471,pid
19.8707,217.6471,200.00,0,-17.6471,pid
20.1468,217.6471,200.00,0,-17.6471,pid
20.4490,217.6471,200.00,0,-17.6471,pid
20.7293,217.6471,200.00,0,-17.6471,pid
21.0005,217.6471,200.00,0,-17.6471,pid
21.3077,217.6471,200.00,0,-17.6471,pid
21.5814,217.6471,200.00,0,-17.6471,pid
21.8766,217.6471,200.00,0,-17.6471,pid
22.1443,217.6471,200.00,0,-17.6471,pid
22.4127,217.6471,200.00,0,-17.6471,pid
22.6837,217.6471,200.00,0,-17.6471,pid
22.9654,217.6471,200.00,0,-17.6471,pid
23.2635,217.6471,200.00,0,-17.6471,pid
23.5691,217.6471,200.00,0,-17.6471,pid
23.8658,217.6471,200.00,0,-17.6471,pid
24.1780,217.6471,200.00,0,-17.6471,pid
