time_s,temp_c,setpoint_c,pwm,error_c
2.0021,0.0000,280.00,255,280.0000
2.4066,0.0000,280.00,255,280.0000
2.6967,0.0000,280.00,255,280.0000
3.0793,201.7647,280.00,255,78.2353
3.4349,295.0980,280.00,255,-15.0980
3.7148,350.0000,280.00,0,-70.0000
4.1401,350.0000,280.00,0,-70.0000
4.5157,311.5686,280.00,0,-31.5686
4.9277,226.4706,280.00,28,53.5294
5.2344,171.5686,280.00,103,108.4314
5.6369,175.6863,280.00,124,104.3137
5.9972,258.0392,280.00,70,21.9608
6.2488,315.6863,280.00,16,-35.6863
6.5497,314.3137,280.00,11,-34.3137
6.8357,270.3922,280.00,47,9.6078
7.1747,211.3725,280.00,106,68.6275
7.5477,240.1961,280.00,95,39.8039
7.8299,280.0000,280.00,66,0.0000
8.1460,311.5686,280.00,36,-31.5686
8.4307,306.0784,280.00,33,-26.0784
8.7628,258.0392,280.00,74,21.9608
9.0563,236.0784,280.00,102,43.9216
9.3964,248.4314,280.00,100,31.5686
9.7953,295.0980,280.00,61,-15.0980
10.1406,317.0588,280.00,33,-37.0588
10.4626,297.8431,280.00,43,-17.8431
10.8043,258.0392,280.00,78,21.9608
11.2159,240.1961,280.00,102,39.8039
11.6669,282.7451,280.00,69,-2.7451
11.9930,307.4510,280.00,41,-27.4510
12.3603,299.2157,280.00,43,-19.2157
12.7952,262.1569,280.00,76,17.8431
13.1918,251.1765,280.00,94,28.8235
13.5151,284.1176,280.00,68,-4.1176
