time_s,temp_c,setpoint_c,pwm,error_c
1.1007,0.0000,200.00,255,200.0000
1.1039,0.0000,200.00,255,200.0000
1.1076,0.0000,200.00,255,200.0000
1.1107,0.0000,200.00,255,200.0000
1.1139,0.0000,200.00,255,200.0000
1.1172,0.0000,200.00,255,200.0000
1.1199,0.0000,200.00,255,200.0000
1.1228,0.0000,200.00,255,200.0000
1.1259,0.0000,200.00,255,200.0000
1.1300,0.0000,200.00,255,200.0000
1.1329,0.0000,200.00,255,200.0000
1.1358,0.0000,200.00,255,200.0000
1.1386,0.0000,200.00,255,200.0000
1.1417,0.0000,200.00,255,200.0000
1.1445,0.0000,200.00,255,200.0000
1.1477,0.0000,200.00,255,200.0000
1.1510,0.0000,200.00,255,200.0000
1.1543,0.0000,200.00,255,200.0000
1.1573,0.0000,200.00,255,200.0000
1.1601,0.0000,200.00,255,200.0000
1.1631,0.0000,200.00,255,200.0000
1.1664,0.0000,200.00,255,200.0000
1.1695,0.0000,200.00,255,200.0000
1.1723,0.0000,200.00,255,200.0000
1.1753,0.0000,200.00,255,200.0000
1.1783,0.0000,200.00,255,200.0000
1.1811,0.0000,200.00,255,200.0000
1.1843,0.0000,200.00,255,200.0000
1.1870,0.0000,200.00,255,200.0000
1.1898,0.0000,200.00,255,200.0000
1.1927,0.0000,200.00,255,200.0000
1.1970,0.0000,200.00,255,200.0000
1.1998,0.0000,200.00,255,200.0000
1.2028,0.0000,200.00,255,200.0000
1.2056,0.0000,200.00,255,200.0000
1.2083,0.0000,200.00,255,200.0000
1.2114,0.0000,200.00,255,200.0000
1.2143,0.0000,200.00,255,200.0000
1.2172,0.0000,200.00,255,200.0000
1.2199,0.0000,200.00,255,200.0000
1.2230,0.0000,200.00,255,200.0000
1.2259,0.0000,200.00,255,200.0000
1.2293,0.0000,200.00,255,200.0000
1.2321,0.0000,200.00,255,200.0000
1.2359,0.0000,200.00,255,200.0000
1.2389,0.0000,200.00,255,200.0000
1.2419,0.0000,200.00,255,200.0000
1.2450,0.0000,200.00,255,200.0000
1.2484,0.0000,200.00,255,200.0000
1.2515,0.0000,200.00,255,200.0000
1.2543,0.0000,200.00,255,200.0000
1.2570,0.0000,200.00,255,200.0000
1.2612,0.0000,200.00,255,200.0000
1.2640,0.0000,200.00,255,200.0000
1.2668,0.0000,200.00,255,200.0000
1.2696,0.0000,200.00,255,200.0000
1.2723,0.0000,200.00,255,200.0000
1.2752,0.0000,200.00,255,200.0000
1.2783,0.0000,200.00,255,200.0000
1.2811,0.0000,200.00,255,200.0000
1.2839,0.0000,200.00,255,200.0000
1.2868,0.0000,200.00,255,200.0000
1.2920,0.0000,200.00,255,200.0000
1.2953,0.0000,200.00,255,200.0000
1.2988,0.0000,200.00,255,200.0000
1.3018,0.0000,200.00,255,200.0000
1.3048,0.0000,200.00,255,200.0000
1.3082,0.0000,200.00,255,200.0000
1.3114,0.0000,200.00,255,200.0000
1.3146,0.0000,200.00,255,200.0000
1.3187,0.0000,200.00,255,200.0000
1.3217,0.0000,200.00,255,200.0000
1.3245,0.0000,200.00,255,200.0000
1.3272,0.0000,200.00,255,200.0000
1.3300,0.0000,200.00,255,200.0000
1.3326,0.0000,200.00,255,200.0000
1.3354,0.0000,200.00,255,200.0000
1.3381,0.0000,200.00,255,200.0000
1.3424,0.0000,200.00,255,200.0000
1.3476,0.0000,200.00,255,200.0000
1.3504,0.0000,200.00,255,200.0000
1.3533,0.0000,200.00,255,200.0000
1.3565,0.0000,200.00,255,200.0000
1.3592,0.0000,200.00,255,200.0000
1.3618,0.0000,200.00,255,200.0000
1.3651,0.0000,200.00,255,200.0000
1.3681,0.0000,200.00,255,200.0000
1.3710,0.0000,200.00,255,200.0000
1.3741,0.0000,200.00,255,200.0000
1.3771,0.0000,200.00,255,200.0000
1.3798,0.0000,200.00,255,200.0000
1.3825,0.0000,200.00,255,200.0000
1.3853,0.0000,200.00,255,200.0000
1.3890,0.0000,200.00,255,200.0000
1.3927,0.0000,200.00,255,200.0000
1.3958,0.0000,200.00,255,200.0000
1.3988,0.0000,200.00,255,200.0000
1.4019,0.0000,200.00,255,200.0000
1.4050,0.0000,200.00,255,200.0000
1.4078,0.0000,200.00,255,200.0000
1.4104,0.0000,200.00,255,200.0000
1.4135,0.0000,200.00,255,200.0000
1.4173,0.0000,200.00,255,200.0000
1.4201,0.0000,200.00,255,200.0000
1.4227,0.0000,200.00,255,200.0000
1.4255,0.0000,200.00,255,200.0000
1.4282,0.0000,200.00,255,200.0000
1.4312,0.0000,200.00,255,200.0000
1.4339,0.0000,200.00,255,200.0000
1.4365,0.0000,200.00,255,200.0000
1.4394,0.0000,200.00,255,200.0000
1.4423,0.0000,200.00,255,200.0000
1.4450,0.0000,200.00,255,200.0000
1.4481,0.0000,200.00,255,200.0000
1.4509,0.0000,200.00,255,200.0000
1.4537,0.0000,200.00,255,200.0000
1.4578,0.0000,200.00,255,200.0000
1.4612,0.0000,200.00,255,200.0000
1.4640,0.0000,200.00,255,200.0000
1.4671,0.0000,200.00,255,200.0000
1.4697,0.0000,200.00,255,200.0000
1.4724,0.0000,200.00,255,200.0000
1.4752,0.0000,200.00,255,200.0000
1.4779,0.0000,200.00,255,200.0000
1.4808,0.0000,200.00,255,200.0000
1.4847,0.0000,200.00,255,200.0000
1.4878,0.0000,200.00,255,200.0000
1.4909,0.0000,200.00,255,200.0000
1.4937,0.0000,200.00,255,200.0000
1.4972,0.0000,200.00,255,200.0000
1.4999,0.0000,200.00,255,200.0000
1.5027,0.0000,200.00,255,200.0000
1.5059,0.0000,200.00,255,200.0000
1.5087,0.0000,200.00,255,200.0000
1.5116,0.0000,200.00,255,200.0000
1.5147,0.0000,200.00,255,200.0000
1.5176,0.0000,200.00,255,200.0000
1.5205,0.0000,200.00,255,200.0000
1.5235,0.0000,200.00,255,200.0000
1.5278,0.0000,200.00,255,200.0000
1.5309,0.0000,200.00,255,200.0000
1.5346,0.0000,200.00,255,200.0000
1.5374,0.0000,200.00,255,200.0000
1.5401,0.0000,200.00,255,200.0000
1.5428,0.0000,200.00,255,200.0000
1.5457,0.0000,200.00,255,200.0000
1.5493,0.0000,200.00,255,200.0000
1.5524,0.0000,200.00,255,200.0000
1.5555,0.0000,200.00,255,200.0000
1.5585,0.0000,200.00,255,200.0000
1.5616,0.0000,200.00,255,200.0000
1.5646,0.0000,200.00,255,200.0000
1.5674,0.0000,200.00,255,200.0000
1.5702,0.0000,200.00,255,200.0000
1.5734,0.0000,200.00,255,200.0000
1.5767,0.0000,200.00,255,200.0000
1.5797,0.0000,200.00,255,200.0000
1.5828,0.0000,200.00,255,200.0000
1.5863,0.0000,200.00,255,200.0000
1.5893,0.0000,200.00,255,200.0000
1.5922,0.0000,200.00,255,200.0000
1.5969,0.0000,200.00,255,200.0000
1.5999,0.0000,200.00,255,200.0000
1.6031,0.0000,200.00,255,200.0000
1.6060,0.0000,200.00,255,200.0000
1.6089,0.0000,200.00,255,200.0000
1.6120,0.0000,200.00,255,200.0000
1.6149,0.0000,200.00,255,200.0000
1.6179,0.0000,200.00,255,200.0000
1.6223,0.0000,200.00,255,200.0000
1.6257,0.0000,200.00,255,200.0000
1.6290,0.0000,200.00,255,200.0000
1.6322,0.0000,200.00,255,200.0000
1.6352,0.0000,200.00,255,200.0000
1.6381,0.0000,200.00,255,200.0000
1.6412,0.0000,200.00,255,200.0000
1.6445,0.0000,200.00,255,200.0000
1.6481,0.0000,200.00,255,200.0000
1.6513,0.0000,200.00,255,200.0000
1.6540,0.0000,200.00,255,200.0000
1.6569,0.0000,200.00,255,200.0000
1.6598,0.0000,200.00,255,200.0000
1.6626,0.0000,200.00,255,200.0000
1.6655,0.0000,200.00,255,200.0000
1.6682,0.0000,200.00,255,200.0000
1.6713,0.0000,200.00,255,200.0000
1.6749,0.0000,200.00,255,200.0000
1.6778,0.0000,200.00,255,200.0000
1.6807,0.0000,200.00,255,200.0000
1.6837,0.0000,200.00,255,200.0000
1.6866,0.0000,200.00,255,200.0000
1.6894,0.0000,200.00,255,200.0000
1.6936,0.0000,200.00,255,200.0000
1.6970,0.0000,200.00,255,200.0000
1.7001,0.0000,200.00,255,200.0000
1.7037,0.0000,200.00,255,200.0000
1.7065,0.0000,200.00,255,200.0000
1.7096,0.0000,200.00,255,200.0000
1.7124,0.0000,200.00,255,200.0000
1.7156,0.0000,200.00,255,200.0000
1.7187,0.0000,200.00,255,200.0000
1.7219,0.0000,200.00,255,200.0000
1.7253,0.0000,200.00,255,200.0000
1.7281,0.0000,200.00,255,200.0000
1.7310,0.0000,200.00,255,200.0000
1.7339,0.0000,200.00,255,200.0000
1.7381,0.0000,200.00,255,200.0000
1.7423,0.0000,200.00,255,200.0000
1.7454,0.0000,200.00,255,200.0000
1.7486,0.0000,200.00,255,200.0000
1.7516,0.0000,200.00,255,200.0000
1.7546,0.0000,200.00,255,200.0000
1.7576,0.0000,200.00,255,200.0000
1.7608,0.0000,200.00,255,200.0000
1.7641,0.0000,200.00,255,200.0000
1.7671,0.0000,200.00,255,200.0000
1.7699,0.0000,200.00,255,200.0000
1.7729,0.0000,200.00,255,200.0000
1.7762,0.0000,200.00,255,200.0000
1.7792,0.0000,200.00,255,200.0000
1.7828,0.0000,200.00,255,200.0000
1.7857,0.0000,200.00,255,200.0000
1.7886,0.0000,200.00,255,200.0000
1.7916,0.0000,200.00,255,200.0000
1.7945,0.0000,200.00,255,200.0000
1.7973,0.0000,200.00,255,200.0000
1.8004,0.0000,200.00,255,200.0000
1.8037,0.0000,200.00,255,200.0000
1.8078,0.0000,200.00,255,200.0000
1.8112,0.0000,200.00,255,200.0000
1.8141,0.0000,200.00,255,200.0000
1.8174,0.0000,200.00,255,200.0000
1.8205,0.0000,200.00,255,200.0000
1.8233,0.0000,200.00,255,200.0000
1.8268,0.0000,200.00,255,200.0000
1.8307,0.0000,200.00,255,200.0000
1.8360,0.0000,200.00,255,200.0000
1.8388,0.0000,200.00,255,200.0000
1.8419,0.0000,200.00,255,200.0000
1.8448,0.0000,200.00,255,200.0000
1.8477,0.0000,200.00,255,200.0000
1.8508,0.0000,200.00,255,200.0000
1.8538,0.0000,200.00,255,200.0000
1.8567,0.0000,200.00,255,200.0000
1.8598,0.0000,200.00,255,200.0000
1.8628,0.0000,200.00,255,200.0000
1.8658,0.0000,200.00,255,200.0000
1.8686,0.0000,200.00,255,200.0000
1.8714,0.0000,200.00,255,200.0000
1.8750,0.0000,200.00,255,200.0000
1.8781,0.0000,200.00,255,200.0000
1.8811,0.0000,200.00,255,200.0000
1.8841,0.0000,200.00,255,200.0000
1.8871,0.0000,200.00,255,200.0000
1.8901,0.0000,200.00,255,200.0000
1.8935,0.0000,200.00,255,200.0000
1.8969,0.0000,200.00,255,200.0000
1.9004,0.0000,200.00,255,200.0000
1.9036,0.0000,200.00,255,200.0000
1.9065,0.0000,200.00,255,200.0000
1.9096,0.0000,200.00,255,200.0000
1.9130,0.0000,200.00,255,200.0000
1.9159,0.0000,200.00,255,200.0000
1.9192,0.0000,200.00,255,200.0000
1.9225,0.0000,200.00,255,200.0000
1.9257,0.0000,200.00,255,200.0000
1.9286,0.0000,200.00,255,200.0000
1.9319,0.0000,200.00,255,200.0000
1.9352,0.0000,200.00,255,200.0000
1.9380,0.0000,200.00,255,200.0000
1.9417,0.0000,200.00,255,200.0000
1.9452,0.0000,200.00,255,200.0000
1.9486,0.0000,200.00,255,200.0000
1.9515,0.0000,200.00,255,200.0000
1.9545,0.0000,200.00,255,200.0000
1.9574,0.0000,200.00,255,200.0000
1.9605,0.0000,200.00,255,200.0000
1.9634,0.0000,200.00,255,200.0000
1.9663,0.0000,200.00,255,200.0000
1.9694,0.0000,200.00,255,200.0000
1.9724,0.0000,200.00,255,200.0000
1.9757,0.0000,200.00,255,200.0000
1.9786,0.0000,200.00,255,200.0000
1.9815,0.0000,200.00,255,200.0000
1.9848,0.0000,200.00,255,200.0000
1.9880,0.0000,200.00,255,200.0000
1.9914,0.0000,200.00,255,200.0000
1.9948,0.0000,200.00,255,200.0000
1.9977,0.0000,200.00,255,200.0000
2.0005,0.0000,200.00,255,200.0000
2.0032,0.0000,200.00,255,200.0000
2.0061,0.0000,200.00,255,200.0000
2.0090,0.0000,200.00,255,200.0000
2.0120,0.0000,200.00,255,200.0000
2.0151,0.0000,200.00,255,200.0000
2.0181,0.0000,200.00,255,200.0000
2.0211,0.0000,200.00,255,200.0000
2.0239,0.0000,200.00,255,200.0000
2.0266,0.0000,200.00,255,200.0000
2.0294,0.0000,200.00,255,200.0000
2.0324,0.0000,200.00,255,200.0000
2.0351,0.0000,200.00,255,200.0000
2.0381,0.0000,200.00,255,200.0000
2.0411,0.0000,200.00,255,200.0000
2.0444,0.0000,200.00,255,200.0000
2.0472,0.0000,200.00,255,200.0000
2.0501,0.0000,200.00,255,200.0000
2.0528,0.0000,200.00,255,200.0000
2.0558,0.0000,200.00,255,200.0000
2.0586,0.0000,200.00,255,200.0000
2.0618,0.0000,200.00,255,200.0000
2.0648,0.0000,200.00,255,200.0000
2.0675,0.0000,200.00,255,200.0000
2.0705,0.0000,200.00,255,200.0000
2.0733,0.0000,200.00,255,200.0000
