time_s,temp_c,setpoint_c,pwm,error_c
0.3056,58.8235,,0,
0.3161,58.8235,,0,
0.6338,58.8235,,0,
0.7398,58.8235,,0,
0.8198,58.8235,,0,
0.8303,58.8235,,0,
0.8406,58.8235,,0,
0.9241,58.8235,,0,
0.9347,58.8235,,0,
0.9450,58.8235,,0,
1.0316,58.8235,,0,
1.0424,58.8235,,0,
1.0528,58.8235,,0,
1.1364,58.8235,,0,
1.1471,58.8235,,0,
1.1578,58.8235,,0,
1.2496,58.8235,,0,
1.2602,58.8235,,0,
1.3550,58.8235,,0,
1.3656,58.8235,,0,
1.4470,58.8235,,0,
1.4578,58.8235,,0,
1.4684,58.8235,,0,
1.5503,58.8235,,0,
1.5608,58.8235,,0,
1.5710,58.8235,,0,
1.6483,58.8235,,0,
1.6590,58.8235,,0,
1.6695,58.8235,,0,
1.6800,58.8235,,0,
1.7570,58.8235,,0,
1.7676,58.8235,,0,
1.7779,58.8235,,0,
1.7885,58.8235,,0,
1.8613,58.8235,,0,
1.8719,58.8235,,0,
1.8823,58.8235,,0,
1.8929,58.8235,,0,
1.9681,58.8235,,0,
1.9784,58.8235,,0,
1.9891,58.8235,,0,
1.9997,58.8235,,0,
2.0728,58.8235,,0,
2.0854,58.8235,,0,
2.0958,58.8235,,0,
2.1067,58.8235,,0,
2.1878,58.8235,,0,
2.1986,58.8235,,0,
2.2092,58.8235,,0,
2.2866,58.8235,,0,
2.2971,58.8235,,0,
2.3080,58.8235,,0,
2.3188,58.8235,,0,
2.3944,58.8235,,0,
2.4050,58.8235,,0,
2.4154,58.8235,,0,
2.4261,58.8235,,0,
2.5020,58.8235,,0,
2.5124,58.8235,,0,
2.5231,58.8235,,0,
2.5338,58.8235,,0,
2.6120,58.8235,,0,
2.6227,58.8235,,0,
2.6329,58.8235,,0,
2.6434,58.8235,,0,
2.7170,58.8235,,0,
2.7276,58.8235,,0,
2.7384,58.8235,,0,
2.7489,58.8235,,0,
2.8213,58.8235,,0,
2.8319,58.8235,,0,
2.8428,58.8235,,0,
2.8535,58.8235,,0,
2.9284,58.8235,,0,
2.9388,58.8235,,0,
2.9495,58.8235,,0,
2.9598,58.8235,,0,
3.0324,58.8235,,0,
3.0433,58.8235,,0,
3.0537,58.8235,,0,
3.0643,58.8235,,0,
3.1362,58.8235,,0,
3.1469,58.8235,,0,
3.1574,58.8235,,0,
3.1680,58.8235,,0,
3.2423,58.8235,,0,
3.2529,58.8235,,0,
3.2636,58.8235,,0,
3.2742,58.8235,,0,
3.3539,58.8235,,0,
3.3647,58.8235,,0,
3.3754,58.8235,,0,
3.4488,58.8235,,0,
3.4593,58.8235,,0,
3.4701,58.8235,,0,
3.4811,58.8235,,0,
3.5570,58.8235,,0,
3.5678,58.8235,,0,
3.5785,58.8235,,0,
3.5891,58.8235,,0,
3.6645,58.8235,,0,
3.6751,58.8235,,0,
3.6855,58.8235,,0,
3.6960,58.8235,,0,
3.7804,58.8235,,0,
3.7912,58.8235,,0,
3.8019,58.8235,,0,
3.8807,58.8235,,0,
3.8911,58.8235,,0,
3.9019,58.8235,,0,
3.9743,58.8235,,0,
3.9848,58.8235,,0,
3.9955,58.8235,,0,
4.0061,58.8235,,0,
4.0805,58.8235,,0,
4.0913,58.8235,,0,
4.1022,58.8235,,0,
4.1128,58.8235,,0,
4.1892,58.8235,,0,
4.1996,58.8235,,0,
4.2102,58.8235,,0,
4.2209,58.8235,,0,
4.2981,58.8235,,0,
4.3085,58.8235,,0,
4.3191,58.8235,,0,
4.3297,58.8235,,0,
4.4073,58.8235,,0,
4.4178,58.8235,,0,
4.4284,58.8235,,0,
4.4389,58.8235,,0,
4.5839,58.8235,,0,
4.6629,58.8235,,0,
4.6736,58.8235,,0,
4.6840,58.8235,,0,
4.7599,58.8235,,0,
4.7706,58.8235,,0,
4.7813,58.8235,,0,
4.7918,58.8235,,0,
4.8661,58.8235,,0,
4.8768,58.8235,,0,
4.8875,58.8235,,0,
4.8984,58.8235,,0,
4.9743,58.8235,,0,
4.9848,58.8235,,0,
4.9950,58.8235,,0,
5.0055,58.8235,,0,
5.0781,58.8235,,0,
5.0886,58.8235,,0,
5.0991,58.8235,,0,
5.1097,58.8235,,0,
5.1860,58.8235,,0,
5.1965,58.8235,,0,
5.2070,58.8235,,0,
5.2175,58.8235,,0,
5.2907,58.8235,,0,
5.3013,58.8235,,0,
5.3119,58.8235,,0,
5.3225,58.8235,,0,
5.3989,58.8235,,0,
5.4094,58.8235,,0,
5.4201,58.8235,,0,
5.4306,58.8235,,0,
5.5029,58.8235,,0,
5.5132,58.8235,,0,
5.5236,58.8235,,0,
5.5340,58.8235,,0,
5.6154,58.8235,,0,
5.6258,58.8235,,0,
5.6364,58.8235,,0,
5.7078,58.8235,,0,
5.7181,58.8235,,0,
5.7285,58.8235,,0,
5.7391,58.8235,,0,
5.8078,58.8235,,0,
