time_s,temp_c,setpoint_c,pwm,error_c
1.9133,0.0000,275.00,255,275.0000
2.1810,0.0000,275.00,255,275.0000
2.4391,0.0000,275.00,255,275.0000
2.7187,189.4118,275.00,255,85.5882
2.9276,277.2549,275.00,255,-2.2549
3.1458,345.8824,275.00,0,-70.8824
3.4246,350.0000,275.00,0,-75.0000
3.7702,323.9216,275.00,0,-48.9216
4.0026,248.4314,275.00,1,26.5686
4.3146,200.3922,275.00,47,74.6078
4.6669,166.0784,275.00,93,108.9216
5.0350,183.9216,275.00,101,91.0784
5.3272,253.9216,275.00,57,21.0784
5.6240,290.9804,275.00,28,-15.9804
5.9703,281.3725,275.00,34,-6.3725
6.2726,236.0784,275.00,74,38.9216
6.6280,225.0980,275.00,92,49.9020
6.9069,252.5490,275.00,77,22.4510
7.1247,280.0000,275.00,57,-5.0000
7.3857,288.2353,275.00,49,-13.2353
7.6395,281.3725,275.00,53,-6.3725
7.9669,267.6471,275.00,64,7.3529
8.2662,262.1569,275.00,70,12.8431
8.5835,267.6471,275.00,68,7.3529
8.9835,274.5098,275.00,63,0.4902
9.3506,275.8824,275.00,62,-0.8824
9.6771,274.5098,275.00,63,0.4902
10.0783,270.3922,275.00,67,4.6078
10.3470,271.7647,275.00,67,3.2353
10.6123,278.6275,275.00,61,-3.6275
10.8880,280.0000,275.00,59,-5.0000
11.1353,274.5098,275.00,63,0.4902
11.4230,271.7647,275.00,66,3.2353
11.6371,271.7647,275.00,66,3.2353
11.8750,274.5098,275.00,65,0.4902
12.1439,278.6275,275.00,61,-3.6275
12.3869,281.3725,275.00,58,-6.3725
12.7189,277.2549,275.00,61,-2.2549
13.0719,271.7647,275.00,65,3.2353
