time_s,temp_c,setpoint_c,pwm,error_c
2.2778,0.0000,275.00,255,275.0000
2.7048,262.1569,275.00,255,12.8431
3.0097,350.0000,275.00,0,-75.0000
3.2992,350.0000,275.00,0,-75.0000
3.5952,329.4118,275.00,0,-54.4118
3.9350,251.1765,275.00,0,23.8235
4.3628,197.6471,275.00,48,77.3529
4.6389,159.2157,275.00,107,115.7843
4.9863,164.7059,275.00,123,110.2941
5.2624,238.8235,275.00,78,36.1765
5.5454,306.0784,275.00,25,-31.0784
5.8814,303.3333,275.00,22,-28.3333
6.1411,248.4314,275.00,66,26.5686
6.4903,219.6078,275.00,96,55.3922
6.7494,256.6667,275.00,74,18.3333
7.0934,275.8824,275.00,60,-0.8824
7.3201,281.3725,275.00,55,-6.3725
7.6828,275.8824,275.00,59,-0.8824
7.9579,263.5294,275.00,70,11.4706
8.3669,263.5294,275.00,72,11.4706
8.7569,274.5098,275.00,65,0.4902
9.0257,277.2549,275.00,62,-2.2549
9.3622,273.1373,275.00,65,1.8627
9.6672,269.0196,275.00,70,5.9804
10.0618,266.2745,275.00,73,8.7255
10.3558,274.5098,275.00,67,0.4902
10.6970,281.3725,275.00,62,-6.3725
11.0150,274.5098,275.00,66,0.4902
11.3548,269.0196,275.00,72,5.9804
11.7257,269.0196,275.00,73,5.9804
12.0337,281.3725,275.00,63,-6.3725
12.3823,288.2353,275.00,55,-13.2353
12.7834,280.0000,275.00,60,-5.0000
