time_s,temp_c,setpoint_c,pwm,error_c,phase
1.0079,58.8235,200.00,255,141.1765,preheat
1.0343,58.8235,200.00,255,141.1765,preheat
1.0493,58.8235,200.00,255,141.1765,preheat
1.0667,58.8235,200.00,255,141.1765,preheat
1.0877,58.8235,200.00,255,141.1765,preheat
1.0993,58.8235,200.00,255,141.1765,preheat
1.1164,58.8235,200.00,255,141.1765,preheat
1.1337,58.8235,200.00,255,141.1765,preheat
1.1495,58.8235,200.00,255,141.1765,preheat
1.1674,58.8235,200.00,255,141.1765,preheat
1.1996,58.8235,200.00,255,141.1765,preheat
1.2170,58.8235,200.00,255,141.1765,preheat
1.2325,58.8235,200.00,255,141.1765,preheat
1.2497,58.8235,200.00,255,141.1765,preheat
1.2674,58.8235,200.00,255,141.1765,preheat
1.2882,58.8235,200.00,255,141.1765,preheat
1.3003,58.8235,200.00,255,141.1765,preheat
1.3240,58.8235,200.00,255,141.1765,preheat
1.3492,58.8235,200.00,255,141.1765,preheat
1.3670,58.8235,200.00,255,141.1765,preheat
1.3825,58.8235,200.00,255,141.1765,preheat
1.4015,58.8235,200.00,255,141.1765,preheat
1.4154,58.8235,200.00,255,141.1765,preheat
1.4328,58.8235,200.00,255,141.1765,preheat
1.4481,58.8235,200.00,255,141.1765,preheat
1.4672,58.8235,200.00,255,141.1765,preheat
1.4839,58.8235,200.00,255,141.1765,preheat
1.4998,58.8235,200.00,255,141.1765,preheat
1.5152,58.8235,200.00,255,141.1765,preheat
1.5338,58.8235,200.00,255,141.1765,preheat
1.5498,58.8235,200.00,255,141.1765,preheat
1.5650,58.8235,200.00,255,141.1765,preheat
1.5845,58.8235,200.00,255,141.1765,preheat
1.6009,58.8235,200.00,255,141.1765,preheat
1.6152,58.8235,200.00,255,141.1765,preheat
1.6384,58.8235,200.00,255,141.1765,preheat
1.6498,58.8235,200.00,255,141.1765,preheat
1.6652,58.8235,200.00,255,141.1765,preheat
1.6820,58.8235,200.00,255,141.1765,preheat
1.7024,58.8235,200.00,255,141.1765,preheat
1.7151,58.8235,200.00,255,141.1765,preheat
1.7312,58.8235,200.00,255,141.1765,preheat
1.7482,58.8235,200.00,255,141.1765,preheat
1.7678,58.8235,200.00,255,141.1765,preheat
1.7832,58.8235,200.00,255,141.1765,preheat
1.7985,58.8235,200.00,255,141.1765,preheat
1.8177,58.8235,200.00,255,141.1765,preheat
1.8333,58.8235,200.00,255,141.1765,preheat
1.8521,58.8235,200.00,255,141.1765,preheat
1.8665,58.8235,200.00,255,141.1765,preheat
1.8818,58.8235,200.00,255,141.1765,preheat
1.8995,58.8235,200.00,255,141.1765,preheat
1.9151,58.8235,200.00,255,141.1765,preheat
1.9312,58.8235,200.00,255,141.1765,preheat
1.9503,58.8235,200.00,255,141.1765,preheat
1.9667,58.8235,200.00,255,141.1765,preheat
1.9815,58.8235,200.00,255,141.1765,preheat
2.0040,58.8235,200.00,255,141.1765,preheat
2.0175,58.8235,200.00,255,141.1765,preheat
2.0321,58.8235,200.00,255,141.1765,preheat
2.0489,58.8235,200.00,255,141.1765,preheat
2.0649,58.8235,200.00,255,141.1765,preheat
2.0871,58.8235,200.00,255,141.1765,preheat
2.0982,58.8235,200.00,255,141.1765,preheat
2.1154,58.8235,200.00,255,141.1765,preheat
2.1332,58.8235,200.00,255,141.1765,preheat
2.1492,58.8235,200.00,255,141.1765,preheat
2.1657,58.8235,200.00,255,141.1765,preheat
2.1826,58.8235,200.00,255,141.1765,preheat
2.1996,58.8235,200.00,255,141.1765,preheat
2.2168,58.8235,200.00,255,141.1765,preheat
2.2320,58.8235,200.00,255,141.1765,preheat
2.2492,58.8235,200.00,255,141.1765,preheat
2.2653,58.8235,200.00,255,141.1765,preheat
2.2825,58.8235,200.00,255,141.1765,preheat
2.2981,58.8235,200.00,255,141.1765,preheat
2.3171,58.8235,200.00,255,141.1765,preheat
2.3330,58.8235,200.00,255,141.1765,preheat
2.3515,58.8235,200.00,255,141.1765,preheat
2.3670,58.8235,200.00,255,141.1765,preheat
2.3835,58.8235,200.00,255,141.1765,preheat
2.3993,58.8235,200.00,255,141.1765,preheat
2.4170,58.8235,200.00,255,141.1765,preheat
2.4313,58.8235,200.00,255,141.1765,preheat
2.4484,58.8235,200.00,255,141.1765,preheat
2.4651,58.8235,200.00,255,141.1765,preheat
2.4882,58.8235,200.00,255,141.1765,preheat
2.4997,58.8235,200.00,255,141.1765,preheat
2.5154,58.8235,200.00,255,141.1765,preheat
2.5494,58.8235,200.00,255,141.1765,preheat
2.5668,58.8235,200.00,255,141.1765,preheat
2.5813,58.8235,200.00,255,141.1765,preheat
2.5996,58.8235,200.00,255,141.1765,preheat
2.6152,58.8235,200.00,255,141.1765,preheat
2.6331,58.8235,200.00,255,141.1765,preheat
2.6501,58.8235,200.00,255,141.1765,preheat
2.6662,58.8235,200.00,255,141.1765,preheat
2.6835,58.8235,200.00,255,141.1765,preheat
2.6986,58.8235,200.00,255,141.1765,preheat
2.7170,58.8235,200.00,255,141.1765,preheat
2.7329,58.8235,200.00,255,141.1765,preheat
2.7485,58.8235,200.00,255,141.1765,preheat
2.7662,58.8235,200.00,255,141.1765,preheat
2.7837,58.8235,200.00,255,141.1765,preheat
2.7994,58.8235,200.00,255,141.1765,preheat
2.8153,58.8235,200.00,255,141.1765,preheat
2.8313,58.8235,200.00,255,141.1765,preheat
2.8490,58.8235,200.00,255,141.1765,preheat
2.8669,58.8235,200.00,255,141.1765,preheat
2.8825,58.8235,200.00,255,141.1765,preheat
2.8989,58.8235,200.00,255,141.1765,preheat
2.9238,58.8235,200.00,255,141.1765,preheat
2.9499,58.8235,200.00,255,141.1765,preheat
2.9650,58.8235,200.00,255,141.1765,preheat
2.9830,58.8235,200.00,255,141.1765,preheat
2.9985,58.8235,200.00,255,141.1765,preheat
3.0157,58.8235,200.00,255,141.1765,preheat
3.0314,58.8235,200.00,255,141.1765,preheat
3.0496,58.8235,200.00,255,141.1765,preheat
3.0671,58.8235,200.00,255,141.1765,preheat
3.0822,58.8235,200.00,255,141.1765,preheat
3.1002,58.8235,200.00,255,141.1765,preheat
3.1173,58.8235,200.00,255,141.1765,preheat
3.1329,58.8235,200.00,255,141.1765,preheat
3.1502,58.8235,200.00,255,141.1765,preheat
3.1651,58.8235,200.00,255,141.1765,preheat
3.1826,58.8235,200.00,255,141.1765,preheat
3.1985,58.8235,200.00,255,141.1765,preheat
3.2170,58.8235,200.00,255,141.1765,preheat
3.2323,58.8235,200.00,255,141.1765,preheat
3.2495,58.8235,200.00,255,141.1765,preheat
3.2664,58.8235,200.00,255,141.1765,preheat
3.2836,58.8235,200.00,255,141.1765,preheat
3.3005,58.8235,200.00,255,141.1765,preheat
3.3153,58.8235,200.00,255,141.1765,preheat
3.3375,58.8235,200.00,255,141.1765,preheat
3.3539,58.8235,200.00,255,141.1765,preheat
3.3666,58.8235,200.00,255,141.1765,preheat
3.3818,58.8235,200.00,255,141.1765,preheat
3.4008,58.8235,200.00,255,141.1765,preheat
3.4155,58.8235,200.00,255,141.1765,preheat
3.4318,58.8235,200.00,255,141.1765,preheat
3.4496,58.8235,200.00,255,141.1765,preheat
3.4669,58.8235,200.00,255,141.1765,preheat
3.4829,58.8235,200.00,255,141.1765,preheat
3.4999,58.8235,200.00,255,141.1765,preheat
3.5166,58.8235,200.00,255,141.1765,preheat
3.5326,58.8235,200.00,255,141.1765,preheat
3.5487,58.8235,200.00,255,141.1765,preheat
3.5661,58.8235,200.00,255,141.1765,preheat
3.5827,58.8235,200.00,255,141.1765,preheat
3.6009,58.8235,200.00,255,141.1765,preheat
3.6174,58.8235,200.00,255,141.1765,preheat
3.6346,58.8235,200.00,255,141.1765,preheat
3.6496,58.8235,200.00,255,141.1765,preheat
3.6668,58.8235,200.00,255,141.1765,preheat
3.6818,58.8235,200.00,255,141.1765,preheat
3.7002,58.8235,200.00,255,141.1765,preheat
3.7173,58.8235,200.00,255,141.1765,preheat
3.7396,58.8235,200.00,255,141.1765,preheat
3.7671,58.8235,200.00,255,141.1765,preheat
3.7830,58.8235,200.00,255,141.1765,preheat
3.7998,58.8235,200.00,255,141.1765,preheat
3.8163,58.8235,200.00,255,141.1765,preheat
3.8348,58.8235,200.00,255,141.1765,preheat
3.8504,58.8235,200.00,255,141.1765,preheat
3.8668,58.8235,200.00,255,141.1765,preheat
3.8837,58.8235,200.00,255,141.1765,preheat
3.8981,58.8235,200.00,255,141.1765,preheat
3.9184,58.8235,200.00,255,141.1765,preheat
3.9323,58.8235,200.00,255,141.1765,preheat
3.9487,58.8235,200.00,255,141.1765,preheat
3.9666,58.8235,200.00,255,141.1765,preheat
3.9822,58.8235,200.00,255,141.1765,preheat
3.9986,58.8235,200.00,255,141.1765,preheat
4.0157,58.8235,200.00,255,141.1765,preheat
4.0349,58.8235,200.00,255,141.1765,preheat
4.0466,58.8235,200.00,255,141.1765,preheat
4.0655,58.8235,200.00,255,141.1765,preheat
4.0830,58.8235,200.00,255,141.1765,preheat
4.0991,58.8235,200.00,255,141.1765,preheat
4.1164,58.8235,200.00,255,141.1765,preheat
4.1473,58.8235,200.00,255,141.1765,preheat
4.1662,58.8235,200.00,255,141.1765,preheat
4.1804,58.8235,200.00,255,141.1765,preheat
4.1999,58.8235,200.00,255,141.1765,preheat
4.2155,58.8235,200.00,255,141.1765,preheat
4.2407,58.8235,200.00,255,141.1765,preheat
4.2669,58.8235,200.00,255,141.1765,preheat
4.2846,58.8235,200.00,255,141.1765,preheat
4.2993,58.8235,200.00,255,141.1765,preheat
4.3173,58.8235,200.00,255,141.1765,preheat
4.3335,58.8235,200.00,255,141.1765,preheat
4.3501,58.8235,200.00,255,141.1765,preheat
4.3668,58.8235,200.00,255,141.1765,preheat
4.3841,58.8235,200.00,255,141.1765,preheat
4.4004,58.8235,200.00,255,141.1765,preheat
4.4168,58.8235,200.00,255,141.1765,preheat
4.4342,58.8235,200.00,255,141.1765,preheat
4.4517,58.8235,200.00,255,141.1765,preheat
4.4669,58.8235,200.00,255,141.1765,preheat
4.4816,58.8235,200.00,255,141.1765,preheat
4.5005,58.8235,200.00,255,141.1765,preheat
4.5158,58.8235,200.00,255,141.1765,preheat
4.5346,58.8235,200.00,255,141.1765,preheat
4.5506,58.8235,200.00,255,141.1765,preheat
4.5663,58.8235,200.00,255,141.1765,preheat
4.5814,58.8235,200.00,255,141.1765,preheat
4.5984,58.8235,200.00,255,141.1765,preheat
4.6173,58.8235,200.00,255,141.1765,preheat
4.6386,58.8235,200.00,255,141.1765,preheat
4.6583,58.8235,200.00,255,141.1765,preheat
4.6829,58.8235,200.00,255,141.1765,preheat
4.6984,58.8235,200.00,255,141.1765,preheat
4.7153,58.8235,200.00,255,141.1765,preheat
4.7316,58.8235,200.00,255,141.1765,preheat
4.7509,58.8235,200.00,255,141.1765,preheat
4.7669,58.8235,200.00,255,141.1765,preheat
4.7831,58.8235,200.00,255,141.1765,preheat
4.8000,58.8235,200.00,255,141.1765,preheat
4.8151,58.8235,200.00,255,141.1765,preheat
4.8314,58.8235,200.00,255,141.1765,preheat
4.8500,58.8235,200.00,255,141.1765,preheat
4.8670,58.8235,200.00,255,141.1765,preheat
4.8846,58.8235,200.00,255,141.1765,preheat
4.9016,58.8235,200.00,255,141.1765,preheat
4.9164,58.8235,200.00,255,141.1765,preheat
4.9319,58.8235,200.00,255,141.1765,preheat
4.9495,58.8235,200.00,255,141.1765,preheat
4.9675,58.8235,200.00,255,141.1765,preheat
4.9842,58.8235,200.00,255,141.1765,preheat
5.0003,58.8235,200.00,255,141.1765,preheat
5.0156,58.8235,200.00,255,141.1765,preheat
5.0312,58.8235,200.00,255,141.1765,preheat
5.0484,58.8235,200.00,255,141.1765,preheat
5.0675,58.8235,200.00,255,141.1765,preheat
5.0838,58.8235,200.00,255,141.1765,preheat
5.1000,58.8235,200.00,255,141.1765,preheat
5.1160,58.8235,200.00,255,141.1765,preheat
5.1311,58.8235,200.00,255,141.1765,preheat
5.1484,58.8235,200.00,255,141.1765,preheat
5.1664,58.8235,200.00,255,141.1765,preheat
5.1858,58.8235,200.00,255,141.1765,preheat
5.2003,58.8235,200.00,255,141.1765,preheat
5.2158,58.8235,200.00,255,141.1765,preheat
5.2337,58.8235,200.00,255,141.1765,preheat
5.2487,58.8235,200.00,255,141.1765,preheat
5.2649,58.8235,200.00,255,141.1765,preheat
5.2893,58.8235,200.00,255,141.1765,preheat
5.3173,58.8235,200.00,255,141.1765,preheat
5.3322,58.8235,200.00,255,141.1765,preheat
5.3478,58.8235,200.00,255,141.1765,preheat
5.3658,58.8235,200.00,255,141.1765,preheat
5.3823,58.8235,200.00,255,141.1765,preheat
5.4025,58.8235,200.00,255,141.1765,preheat
5.4361,58.8235,200.00,255,141.1765,preheat
5.4499,58.8235,200.00,255,141.1765,preheat
5.4646,58.8235,200.00,255,141.1765,preheat
5.4815,58.8235,200.00,255,141.1765,preheat
5.4984,58.8235,200.00,255,141.1765,preheat
5.5164,58.8235,200.00,255,141.1765,preheat
5.5392,58.8235,200.00,255,141.1765,preheat
5.5500,58.8235,200.00,255,141.1765,preheat
5.5668,58.8235,200.00,255,141.1765,preheat
5.5831,58.8235,200.00,255,141.1765,preheat
5.5969,58.8235,200.00,255,141.1765,preheat
5.6171,58.8235,200.00,255,141.1765,preheat
5.6337,58.8235,200.00,255,141.1765,preheat
5.6505,58.8235,200.00,255,141.1765,preheat
5.6668,58.8235,200.00,255,141.1765,preheat
5.6816,58.8235,200.00,255,141.1765,preheat
5.7008,58.8235,200.00,255,141.1765,preheat
5.7178,58.8235,200.00,255,141.1765,preheat
5.7460,58.8235,200.00,255,141.1765,preheat
5.7676,58.8235,200.00,255,141.1765,preheat
5.7831,58.8235,200.00,255,141.1765,preheat
5.7999,58.8235,200.00,255,141.1765,preheat
5.8182,58.8235,200.00,255,141.1765,preheat
5.8354,58.8235,200.00,255,141.1765,preheat
5.8566,58.8235,200.00,255,141.1765,preheat
5.8847,58.8235,200.00,255,141.1765,preheat
5.9045,58.8235,200.00,255,141.1765,preheat
5.9167,58.8235,200.00,255,141.1765,preheat
5.9347,58.8235,200.00,255,141.1765,preheat
5.9496,58.8235,200.00,255,141.1765,preheat
5.9670,58.8235,200.00,255,141.1765,preheat
5.9828,58.8235,200.00,255,141.1765,preheat
5.9983,58.8235,200.00,255,141.1765,preheat
6.0167,58.8235,200.00,255,141.1765,preheat
6.0338,58.8235,200.00,255,141.1765,preheat
6.0507,58.8235,200.00,255,141.1765,preheat
6.0669,58.8235,200.00,255,141.1765,preheat
6.0841,58.8235,200.00,255,141.1765,preheat
6.0999,58.8235,200.00,255,141.1765,preheat
6.1154,58.8235,200.00,255,141.1765,preheat
6.1348,58.8235,200.00,255,141.1765,preheat
6.1505,58.8235,200.00,255,141.1765,preheat
6.1678,58.8235,200.00,255,141.1765,preheat
6.1828,58.8235,200.00,255,141.1765,preheat
6.1979,58.8235,200.00,255,141.1765,preheat
6.2169,58.8235,200.00,255,141.1765,preheat
6.2337,58.8235,200.00,255,141.1765,preheat
6.2506,58.8235,200.00,255,141.1765,preheat
6.2665,58.8235,200.00,255,141.1765,preheat
6.2823,58.8235,200.00,255,141.1765,preheat
6.3016,58.8235,200.00,255,141.1765,preheat
6.3208,58.8235,200.00,255,141.1765,preheat
6.3424,58.8235,200.00,255,141.1765,preheat
6.3672,58.8235,200.00,255,141.1765,preheat
6.3832,58.8235,200.00,255,141.1765,preheat
6.4016,58.8235,200.00,255,141.1765,preheat
6.4187,58.8235,200.00,255,141.1765,preheat
6.4392,58.8235,200.00,255,141.1765,preheat
6.4515,58.8235,200.00,255,141.1765,preheat
6.4665,58.8235,200.00,255,141.1765,preheat
6.4851,58.8235,200.00,255,141.1765,preheat
6.5017,58.8235,200.00,255,141.1765,preheat
6.5254,58.8235,200.00,255,141.1765,preheat
6.5497,58.8235,200.00,255,141.1765,preheat
6.5668,58.8235,200.00,255,141.1765,preheat
6.5834,58.8235,200.00,255,141.1765,preheat
6.6002,58.8235,200.00,255,141.1765,preheat
6.6201,58.8235,200.00,255,141.1765,preheat
6.6407,58.8235,200.00,255,141.1765,preheat
6.6675,58.8235,200.00,255,141.1765,preheat
6.6880,58.8235,200.00,255,141.1765,preheat
6.7003,58.8235,200.00,255,141.1765,preheat
6.7180,58.8235,200.00,255,141.1765,preheat
6.7400,58.8235,200.00,255,141.1765,preheat
6.7672,58.8235,200.00,255,141.1765,preheat
6.7821,58.8235,200.00,255,141.1765,preheat
6.8008,58.8235,200.00,255,141.1765,preheat
6.8251,58.8235,200.00,255,141.1765,preheat
6.8515,58.8235,200.00,255,141.1765,preheat
6.8668,58.8235,200.00,255,141.1765,preheat
6.8879,58.8235,200.00,255,141.1765,preheat
6.9052,58.8235,200.00,255,141.1765,preheat
6.9159,58.8235,200.00,255,141.1765,preheat
6.9325,58.8235,200.00,255,141.1765,preheat
6.9487,58.8235,200.00,255,141.1765,preheat
6.9673,58.8235,200.00,255,141.1765,preheat
6.9919,58.8235,200.00,255,141.1765,preheat
7.0160,58.8235,200.00,255,141.1765,preheat
7.0338,58.8235,200.00,255,141.1765,preheat
7.0493,58.8235,200.00,255,141.1765,preheat
7.0665,58.8235,200.00,255,141.1765,preheat
7.0871,58.8235,200.00,255,141.1765,preheat
7.0996,58.8235,200.00,255,141.1765,preheat
