time_s,temp_c,setpoint_c,pwm,error_c
1.0995,0.0000,200.00,255,200.0000
1.1024,0.0000,200.00,255,200.0000
1.1058,0.0000,200.00,255,200.0000
1.1088,0.0000,200.00,255,200.0000
1.1122,0.0000,200.00,255,200.0000
1.1154,0.0000,200.00,255,200.0000
1.1184,0.0000,200.00,255,200.0000
1.1214,0.0000,200.00,255,200.0000
1.1244,0.0000,200.00,255,200.0000
1.1275,0.0000,200.00,255,200.0000
1.1303,0.0000,200.00,255,200.0000
1.1335,0.0000,200.00,255,200.0000
1.1374,0.0000,200.00,255,200.0000
1.1402,0.0000,200.00,255,200.0000
1.1438,0.0000,200.00,255,200.0000
1.1470,0.0000,200.00,255,200.0000
1.1499,0.0000,200.00,255,200.0000
1.1530,0.0000,200.00,255,200.0000
1.1556,0.0000,200.00,255,200.0000
1.1584,0.0000,200.00,255,200.0000
1.1619,0.0000,200.00,255,200.0000
1.1647,0.0000,200.00,255,200.0000
1.1674,0.0000,200.00,255,200.0000
1.1705,0.0000,200.00,255,200.0000
1.1732,0.0000,200.00,255,200.0000
1.1761,0.0000,200.00,255,200.0000
1.1794,0.0000,200.00,255,200.0000
1.1839,0.0000,200.00,255,200.0000
1.1867,0.0000,200.00,255,200.0000
1.1898,0.0000,200.00,255,200.0000
1.1929,0.0000,200.00,255,200.0000
1.1956,0.0000,200.00,255,200.0000
1.1993,0.0000,200.00,255,200.0000
1.2025,0.0000,200.00,255,200.0000
1.2055,0.0000,200.00,255,200.0000
1.2088,0.0000,200.00,255,200.0000
1.2124,0.0000,200.00,255,200.0000
1.2151,0.0000,200.00,255,200.0000
1.2179,0.0000,200.00,255,200.0000
1.2206,0.0000,200.00,255,200.0000
1.2239,0.0000,200.00,255,200.0000
1.2268,0.0000,200.00,255,200.0000
1.2297,0.0000,200.00,255,200.0000
1.2328,0.0000,200.00,255,200.0000
1.2360,0.0000,200.00,255,200.0000
1.2388,0.0000,200.00,255,200.0000
1.2415,0.0000,200.00,255,200.0000
1.2443,0.0000,200.00,255,200.0000
1.2475,0.0000,200.00,255,200.0000
1.2504,0.0000,200.00,255,200.0000
1.2555,0.0000,200.00,255,200.0000
1.2584,0.0000,200.00,255,200.0000
1.2623,0.0000,200.00,255,200.0000
1.2657,0.0000,200.00,255,200.0000
1.2688,0.0000,200.00,255,200.0000
1.2716,0.0000,200.00,255,200.0000
1.2743,0.0000,200.00,255,200.0000
1.2784,0.0000,200.00,255,200.0000
1.2814,0.0000,200.00,255,200.0000
1.2848,0.0000,200.00,255,200.0000
1.2877,0.0000,200.00,255,200.0000
1.2907,0.0000,200.00,255,200.0000
1.2959,0.0000,200.00,255,200.0000
1.2990,0.0000,200.00,255,200.0000
1.3044,0.0000,200.00,255,200.0000
1.3077,0.0000,200.00,255,200.0000
1.3108,0.0000,200.00,255,200.0000
1.3136,0.0000,200.00,255,200.0000
1.3169,0.0000,200.00,255,200.0000
1.3204,0.0000,200.00,255,200.0000
1.3232,0.0000,200.00,255,200.0000
1.3260,0.0000,200.00,255,200.0000
1.3295,0.0000,200.00,255,200.0000
1.3336,0.0000,200.00,255,200.0000
1.3363,0.0000,200.00,255,200.0000
1.3402,0.0000,200.00,255,200.0000
1.3432,0.0000,200.00,255,200.0000
1.3463,0.0000,200.00,255,200.0000
1.3492,0.0000,200.00,255,200.0000
1.3519,0.0000,200.00,255,200.0000
1.3546,0.0000,200.00,255,200.0000
1.3576,0.0000,200.00,255,200.0000
1.3609,0.0000,200.00,255,200.0000
1.3638,0.0000,200.00,255,200.0000
1.3669,0.0000,200.00,255,200.0000
1.3697,0.0000,200.00,255,200.0000
1.3724,0.0000,200.00,255,200.0000
1.3753,0.0000,200.00,255,200.0000
1.3781,0.0000,200.00,255,200.0000
1.3813,0.0000,200.00,255,200.0000
1.3846,0.0000,200.00,255,200.0000
1.3873,0.0000,200.00,255,200.0000
1.3903,0.0000,200.00,255,200.0000
1.3970,0.0000,200.00,255,200.0000
1.4003,0.0000,200.00,255,200.0000
1.4036,0.0000,200.00,255,200.0000
1.4065,0.0000,200.00,255,200.0000
1.4099,0.0000,200.00,255,200.0000
1.4131,0.0000,200.00,255,200.0000
1.4163,0.0000,200.00,255,200.0000
1.4194,0.0000,200.00,255,200.0000
1.4221,0.0000,200.00,255,200.0000
1.4253,0.0000,200.00,255,200.0000
1.4303,0.0000,200.00,255,200.0000
1.4335,0.0000,200.00,255,200.0000
1.4366,0.0000,200.00,255,200.0000
1.4398,0.0000,200.00,255,200.0000
1.4426,0.0000,200.00,255,200.0000
1.4460,0.0000,200.00,255,200.0000
1.4501,0.0000,200.00,255,200.0000
1.4530,0.0000,200.00,255,200.0000
1.4563,0.0000,200.00,255,200.0000
1.4590,0.0000,200.00,255,200.0000
1.4621,0.0000,200.00,255,200.0000
1.4651,0.0000,200.00,255,200.0000
1.4680,0.0000,200.00,255,200.0000
1.4711,0.0000,200.00,255,200.0000
1.4737,0.0000,200.00,255,200.0000
1.4766,0.0000,200.00,255,200.0000
1.4793,0.0000,200.00,255,200.0000
1.4823,0.0000,200.00,255,200.0000
1.4856,0.0000,200.00,255,200.0000
1.4887,0.0000,200.00,255,200.0000
1.4914,0.0000,200.00,255,200.0000
1.4944,0.0000,200.00,255,200.0000
1.4979,0.0000,200.00,255,200.0000
1.5010,0.0000,200.00,255,200.0000
1.5041,0.0000,200.00,255,200.0000
1.5071,0.0000,200.00,255,200.0000
1.5102,0.0000,200.00,255,200.0000
1.5132,0.0000,200.00,255,200.0000
1.5161,0.0000,200.00,255,200.0000
1.5189,0.0000,200.00,255,200.0000
1.5219,0.0000,200.00,255,200.0000
1.5258,0.0000,200.00,255,200.0000
1.5297,0.0000,200.00,255,200.0000
1.5335,0.0000,200.00,255,200.0000
1.5365,0.0000,200.00,255,200.0000
1.5394,0.0000,200.00,255,200.0000
1.5424,0.0000,200.00,255,200.0000
1.5459,0.0000,200.00,255,200.0000
1.5488,0.0000,200.00,255,200.0000
1.5521,0.0000,200.00,255,200.0000
1.5567,0.0000,200.00,255,200.0000
1.5595,0.0000,200.00,255,200.0000
1.5625,0.0000,200.00,255,200.0000
1.5656,0.0000,200.00,255,200.0000
1.5683,0.0000,200.00,255,200.0000
1.5719,0.0000,200.00,255,200.0000
1.5748,0.0000,200.00,255,200.0000
1.5783,0.0000,200.00,255,200.0000
1.5814,0.0000,200.00,255,200.0000
1.5844,0.0000,200.00,255,200.0000
1.5871,0.0000,200.00,255,200.0000
1.5900,0.0000,200.00,255,200.0000
1.5943,0.0000,200.00,255,200.0000
1.5988,0.0000,200.00,255,200.0000
1.6021,0.0000,200.00,255,200.0000
1.6051,0.0000,200.00,255,200.0000
1.6079,0.0000,200.00,255,200.0000
1.6113,0.0000,200.00,255,200.0000
1.6142,0.0000,200.00,255,200.0000
1.6175,0.0000,200.00,255,200.0000
1.6206,0.0000,200.00,255,200.0000
1.6236,0.0000,200.00,255,200.0000
1.6266,0.0000,200.00,255,200.0000
1.6297,0.0000,200.00,255,200.0000
1.6324,0.0000,200.00,255,200.0000
1.6356,0.0000,200.00,255,200.0000
1.6384,0.0000,200.00,255,200.0000
1.6410,0.0000,200.00,255,200.0000
1.6447,0.0000,200.00,255,200.0000
1.6478,0.0000,200.00,255,200.0000
1.6507,0.0000,200.00,255,200.0000
1.6535,0.0000,200.00,255,200.0000
1.6563,0.0000,200.00,255,200.0000
1.6590,0.0000,200.00,255,200.0000
1.6622,0.0000,200.00,255,200.0000
1.6650,0.0000,200.00,255,200.0000
1.6687,0.0000,200.00,255,200.0000
1.6727,0.0000,200.00,255,200.0000
1.6761,0.0000,200.00,255,200.0000
1.6792,0.0000,200.00,255,200.0000
1.6823,0.0000,200.00,255,200.0000
1.6855,0.0000,200.00,255,200.0000
1.6886,0.0000,200.00,255,200.0000
1.6917,0.0000,200.00,255,200.0000
1.6957,0.0000,200.00,255,200.0000
1.6994,0.0000,200.00,255,200.0000
1.7025,0.0000,200.00,255,200.0000
1.7057,0.0000,200.00,255,200.0000
1.7085,0.0000,200.00,255,200.0000
1.7116,0.0000,200.00,255,200.0000
1.7145,0.0000,200.00,255,200.0000
1.7175,0.0000,200.00,255,200.0000
1.7208,0.0000,200.00,255,200.0000
1.7237,0.0000,200.00,255,200.0000
1.7268,0.0000,200.00,255,200.0000
1.7310,0.0000,200.00,255,200.0000
1.7343,0.0000,200.00,255,200.0000
1.7374,0.0000,200.00,255,200.0000
1.7401,0.0000,200.00,255,200.0000
1.7433,0.0000,200.00,255,200.0000
1.7463,0.0000,200.00,255,200.0000
1.7497,0.0000,200.00,255,200.0000
1.7530,0.0000,200.00,255,200.0000
1.7563,0.0000,200.00,255,200.0000
1.7594,0.0000,200.00,255,200.0000
1.7626,0.0000,200.00,255,200.0000
1.7655,0.0000,200.00,255,200.0000
1.7685,0.0000,200.00,255,200.0000
1.7717,0.0000,200.00,255,200.0000
1.7752,0.0000,200.00,255,200.0000
1.7798,0.0000,200.00,255,200.0000
1.7839,0.0000,200.00,255,200.0000
1.7868,0.0000,200.00,255,200.0000
1.7895,0.0000,200.00,255,200.0000
1.7922,0.0000,200.00,255,200.0000
1.7961,0.0000,200.00,255,200.0000
1.7997,0.0000,200.00,255,200.0000
1.8029,0.0000,200.00,255,200.0000
1.8057,0.0000,200.00,255,200.0000
1.8085,0.0000,200.00,255,200.0000
1.8116,0.0000,200.00,255,200.0000
1.8148,0.0000,200.00,255,200.0000
1.8180,0.0000,200.00,255,200.0000
1.8207,0.0000,200.00,255,200.0000
1.8233,0.0000,200.00,255,200.0000
1.8264,0.0000,200.00,255,200.0000
1.8294,0.0000,200.00,255,200.0000
1.8334,0.0000,200.00,255,200.0000
1.8373,0.0000,200.00,255,200.0000
1.8401,0.0000,200.00,255,200.0000
1.8428,0.0000,200.00,255,200.0000
1.8457,0.0000,200.00,255,200.0000
1.8485,0.0000,200.00,255,200.0000
1.8543,0.0000,200.00,255,200.0000
1.8570,0.0000,200.00,255,200.0000
1.8607,0.0000,200.00,255,200.0000
1.8648,0.0000,200.00,255,200.0000
1.8679,0.0000,200.00,255,200.0000
1.8714,0.0000,200.00,255,200.0000
1.8742,0.0000,200.00,255,200.0000
1.8771,0.0000,200.00,255,200.0000
1.8818,0.0000,200.00,255,200.0000
1.8846,0.0000,200.00,255,200.0000
1.8873,0.0000,200.00,255,200.0000
1.8900,0.0000,200.00,255,200.0000
1.8929,0.0000,200.00,255,200.0000
1.8960,0.0000,200.00,255,200.0000
1.8990,0.0000,200.00,255,200.0000
1.9022,0.0000,200.00,255,200.0000
1.9049,0.0000,200.00,255,200.0000
1.9079,0.0000,200.00,255,200.0000
1.9111,0.0000,200.00,255,200.0000
1.9145,0.0000,200.00,255,200.0000
1.9174,0.0000,200.00,255,200.0000
1.9200,0.0000,200.00,255,200.0000
1.9235,0.0000,200.00,255,200.0000
1.9274,0.0000,200.00,255,200.0000
1.9303,0.0000,200.00,255,200.0000
1.9335,0.0000,200.00,255,200.0000
1.9369,0.0000,200.00,255,200.0000
1.9397,0.0000,200.00,255,200.0000
1.9426,0.0000,200.00,255,200.0000
1.9458,0.0000,200.00,255,200.0000
1.9490,0.0000,200.00,255,200.0000
1.9520,0.0000,200.00,255,200.0000
1.9547,0.0000,200.00,255,200.0000
1.9578,0.0000,200.00,255,200.0000
1.9609,0.0000,200.00,255,200.0000
1.9641,0.0000,200.00,255,200.0000
1.9672,0.0000,200.00,255,200.0000
1.9699,0.0000,200.00,255,200.0000
1.9726,0.0000,200.00,255,200.0000
1.9753,0.0000,200.00,255,200.0000
1.9785,0.0000,200.00,255,200.0000
1.9827,0.0000,200.00,255,200.0000
1.9861,0.0000,200.00,255,200.0000
1.9889,0.0000,200.00,255,200.0000
1.9915,0.0000,200.00,255,200.0000
1.9949,0.0000,200.00,255,200.0000
1.9981,0.0000,200.00,255,200.0000
2.0010,0.0000,200.00,255,200.0000
2.0047,0.0000,200.00,255,200.0000
2.0076,0.0000,200.00,255,200.0000
2.0103,0.0000,200.00,255,200.0000
2.0136,0.0000,200.00,255,200.0000
2.0162,0.0000,200.00,255,200.0000
2.0192,0.0000,200.00,255,200.0000
2.0222,0.0000,200.00,255,200.0000
2.0257,0.0000,200.00,255,200.0000
2.0295,0.0000,200.00,255,200.0000
2.0327,0.0000,200.00,255,200.0000
2.0355,0.0000,200.00,255,200.0000
2.0381,0.0000,200.00,255,200.0000
2.0417,0.0000,200.00,255,200.0000
2.0446,0.0000,200.00,255,200.0000
2.0479,0.0000,200.00,255,200.0000
2.0514,0.0000,200.00,255,200.0000
2.0545,0.0000,200.00,255,200.0000
2.0574,0.0000,200.00,255,200.0000
2.0602,0.0000,200.00,255,200.0000
2.0630,0.0000,200.00,255,200.0000
2.0657,0.0000,200.00,255,200.0000
2.0683,0.0000,200.00,255,200.0000
2.0709,0.0000,200.00,255,200.0000
2.0738,0.0000,200.00,255,200.0000
2.0772,0.0000,200.00,255,200.0000
2.0807,0.0000,200.00,255,200.0000
2.0835,0.0000,200.00,255,200.0000
2.0862,0.0000,200.00,255,200.0000
2.0889,0.0000,200.00,255,200.0000
2.0922,0.0000,200.00,255,200.0000
