time_s,temp_c,setpoint_c,pwm,error_c
1.1139,0.0000,200.00,255,200.0000
1.1172,0.0000,200.00,255,200.0000
1.1202,0.0000,200.00,255,200.0000
1.1237,0.0000,200.00,255,200.0000
1.1269,0.0000,200.00,255,200.0000
1.1302,0.0000,200.00,255,200.0000
1.1334,0.0000,200.00,255,200.0000
1.1366,0.0000,200.00,255,200.0000
1.1394,0.0000,200.00,255,200.0000
1.1426,0.0000,200.00,255,200.0000
1.1455,0.0000,200.00,255,200.0000
1.1486,0.0000,200.00,255,200.0000
1.1515,0.0000,200.00,255,200.0000
1.1546,0.0000,200.00,255,200.0000
1.1574,0.0000,200.00,255,200.0000
1.1601,0.0000,200.00,255,200.0000
1.1629,0.0000,200.00,255,200.0000
1.1666,0.0000,200.00,255,200.0000
1.1693,0.0000,200.00,255,200.0000
1.1724,0.0000,200.00,255,200.0000
1.1754,0.0000,200.00,255,200.0000
1.1785,0.0000,200.00,255,200.0000
1.1813,0.0000,200.00,255,200.0000
1.1844,0.0000,200.00,255,200.0000
1.1877,0.0000,200.00,255,200.0000
1.1914,0.0000,200.00,255,200.0000
1.1945,0.0000,200.00,255,200.0000
1.1972,0.0000,200.00,255,200.0000
1.2000,0.0000,200.00,255,200.0000
1.2030,0.0000,200.00,255,200.0000
1.2061,0.0000,200.00,255,200.0000
1.2088,0.0000,200.00,255,200.0000
1.2118,0.0000,200.00,255,200.0000
1.2146,0.0000,200.00,255,200.0000
1.2172,0.0000,200.00,255,200.0000
1.2204,0.0000,200.00,255,200.0000
1.2236,0.0000,200.00,255,200.0000
1.2266,0.0000,200.00,255,200.0000
1.2296,0.0000,200.00,255,200.0000
1.2324,0.0000,200.00,255,200.0000
1.2354,0.0000,200.00,255,200.0000
1.2382,0.0000,200.00,255,200.0000
1.2413,0.0000,200.00,255,200.0000
1.2441,0.0000,200.00,255,200.0000
1.2473,0.0000,200.00,255,200.0000
1.2501,0.0000,200.00,255,200.0000
1.2533,0.0000,200.00,255,200.0000
1.2569,0.0000,200.00,255,200.0000
1.2601,0.0000,200.00,255,200.0000
1.2630,0.0000,200.00,255,200.0000
1.2661,0.0000,200.00,255,200.0000
1.2691,0.0000,200.00,255,200.0000
1.2720,0.0000,200.00,255,200.0000
1.2751,0.0000,200.00,255,200.0000
1.2780,0.0000,200.00,255,200.0000
1.2815,0.0000,200.00,255,200.0000
1.2846,0.0000,200.00,255,200.0000
1.2877,0.0000,200.00,255,200.0000
1.2908,0.0000,200.00,255,200.0000
1.2944,0.0000,200.00,255,200.0000
1.2972,0.0000,200.00,255,200.0000
1.3001,0.0000,200.00,255,200.0000
1.3028,0.0000,200.00,255,200.0000
1.3058,0.0000,200.00,255,200.0000
1.3091,0.0000,200.00,255,200.0000
1.3120,0.0000,200.00,255,200.0000
1.3148,0.0000,200.00,255,200.0000
1.3176,0.0000,200.00,255,200.0000
1.3209,0.0000,200.00,255,200.0000
1.3236,0.0000,200.00,255,200.0000
1.3264,0.0000,200.00,255,200.0000
1.3290,0.0000,200.00,255,200.0000
1.3316,0.0000,200.00,255,200.0000
1.3345,0.0000,200.00,255,200.0000
1.3372,0.0000,200.00,255,200.0000
1.3403,0.0000,200.00,255,200.0000
1.3435,0.0000,200.00,255,200.0000
1.3467,0.0000,200.00,255,200.0000
1.3501,0.0000,200.00,255,200.0000
1.3528,0.0000,200.00,255,200.0000
1.3560,0.0000,200.00,255,200.0000
1.3587,0.0000,200.00,255,200.0000
1.3619,0.0000,200.00,255,200.0000
1.3646,0.0000,200.00,255,200.0000
1.3673,0.0000,200.00,255,200.0000
1.3705,0.0000,200.00,255,200.0000
1.3733,0.0000,200.00,255,200.0000
1.3762,0.0000,200.00,255,200.0000
1.3789,0.0000,200.00,255,200.0000
1.3817,0.0000,200.00,255,200.0000
1.3848,0.0000,200.00,255,200.0000
1.3879,0.0000,200.00,255,200.0000
1.3910,0.0000,200.00,255,200.0000
1.3940,0.0000,200.00,255,200.0000
1.3967,0.0000,200.00,255,200.0000
1.3997,0.0000,200.00,255,200.0000
1.4027,0.0000,200.00,255,200.0000
1.4054,0.0000,200.00,255,200.0000
1.4084,0.0000,200.00,255,200.0000
1.4114,0.0000,200.00,255,200.0000
1.4142,0.0000,200.00,255,200.0000
1.4169,0.0000,200.00,255,200.0000
1.4196,0.0000,200.00,255,200.0000
1.4226,0.0000,200.00,255,200.0000
1.4260,0.0000,200.00,255,200.0000
1.4288,0.0000,200.00,255,200.0000
1.4315,0.0000,200.00,255,200.0000
1.4342,0.0000,200.00,255,200.0000
1.4369,0.0000,200.00,255,200.0000
1.4401,0.0000,200.00,255,200.0000
1.4428,0.0000,200.00,255,200.0000
1.4460,0.0000,200.00,255,200.0000
1.4492,0.0000,200.00,255,200.0000
1.4528,0.0000,200.00,255,200.0000
1.4558,0.0000,200.00,255,200.0000
1.4586,0.0000,200.00,255,200.0000
1.4619,0.0000,200.00,255,200.0000
1.4648,0.0000,200.00,255,200.0000
1.4676,0.0000,200.00,255,200.0000
1.4704,0.0000,200.00,255,200.0000
1.4741,0.0000,200.00,255,200.0000
1.4769,0.0000,200.00,255,200.0000
1.4798,0.0000,200.00,255,200.0000
1.4826,0.0000,200.00,255,200.0000
1.4854,0.0000,200.00,255,200.0000
1.4884,0.0000,200.00,255,200.0000
1.4912,0.0000,200.00,255,200.0000
1.4942,0.0000,200.00,255,200.0000
1.4972,0.0000,200.00,255,200.0000
1.5003,0.0000,200.00,255,200.0000
1.5033,0.0000,200.00,255,200.0000
1.5066,0.0000,200.00,255,200.0000
1.5097,0.0000,200.00,255,200.0000
1.5124,0.0000,200.00,255,200.0000
1.5153,0.0000,200.00,255,200.0000
1.5181,0.0000,200.00,255,200.0000
1.5213,0.0000,200.00,255,200.0000
1.5246,0.0000,200.00,255,200.0000
1.5274,0.0000,200.00,255,200.0000
1.5305,0.0000,200.00,255,200.0000
1.5334,0.0000,200.00,255,200.0000
1.5365,0.0000,200.00,255,200.0000
1.5394,0.0000,200.00,255,200.0000
1.5424,0.0000,200.00,255,200.0000
1.5452,0.0000,200.00,255,200.0000
1.5480,0.0000,200.00,255,200.0000
