time_s,temp_c,setpoint_c,pwm,error_c
1.8611,0.0000,275.00,255,275.0000
2.1436,0.0000,275.00,255,275.0000
2.3822,0.0000,275.00,255,275.0000
2.7354,161.9608,275.00,255,113.0392
3.0410,307.4510,275.00,255,-32.4510
3.3860,348.6275,275.00,0,-73.6275
3.7209,350.0000,275.00,0,-75.0000
4.0127,295.0980,275.00,0,-20.0980
4.3265,218.2353,275.00,49,56.7647
4.7377,182.5490,275.00,96,92.4510
5.1002,214.1176,275.00,75,60.8824
5.4966,259.4118,275.00,32,15.5882
5.8022,263.5294,275.00,29,11.4706
6.1615,219.6078,275.00,80,55.3922
6.5181,215.4902,275.00,92,59.5098
6.8606,244.3137,275.00,68,30.6863
7.1484,277.2549,275.00,35,-2.2549
7.5007,275.8824,275.00,36,-0.8824
7.8444,227.8431,275.00,91,47.1569
8.1857,236.0784,275.00,88,38.9216
8.4601,267.6471,275.00,57,7.3529
8.8121,288.2353,275.00,35,-13.2353
9.0816,274.5098,275.00,48,0.4902
9.4587,242.9412,275.00,84,32.0588
9.7984,236.0784,275.00,96,38.9216
10.1000,282.7451,275.00,49,-7.7451
