time_s,temp_c,setpoint_c,pwm,error_c,phase
0.1165,0.0000,200.00,255,200.0000,preheat
0.1874,0.0000,200.00,255,200.0000,preheat
0.2482,0.0000,200.00,255,200.0000,preheat
0.3144,0.0000,200.00,255,200.0000,preheat
0.3543,0.0000,200.00,255,200.0000,preheat
0.4001,0.0000,200.00,255,200.0000,preheat
0.4522,0.0000,200.00,255,200.0000,preheat
0.5061,0.0000,200.00,255,200.0000,preheat
0.5529,0.0000,200.00,255,200.0000,preheat
0.6040,0.0000,200.00,255,200.0000,preheat
0.6519,0.0000,200.00,255,200.0000,preheat
0.7080,0.0000,200.00,255,200.0000,preheat
0.7634,0.0000,200.00,255,200.0000,preheat
0.8050,0.0000,200.00,255,200.0000,preheat
0.8522,0.0000,200.00,255,200.0000,preheat
0.9003,0.0000,200.00,255,200.0000,preheat
0.9561,0.0000,200.00,255,200.0000,preheat
1.0014,0.0000,200.00,255,200.0000,preheat
1.0552,0.0000,200.00,255,200.0000,preheat
1.1023,162.3529,200.00,255,37.6471,preheat
1.1497,174.1176,200.00,255,25.8824,preheat
0.0178,264.7059,200.00,0,-64.7059,pid
0.3110,290.5882,200.00,0,-90.5882,pid
0.8961,290.5882,200.00,0,-90.5882,pid
1.0450,290.5882,200.00,0,-90.5882,pid
1.1881,290.5882,200.00,0,-90.5882,pid
1.3384,290.5882,200.00,0,-90.5882,pid
1.4895,290.5882,200.00,0,-90.5882,pid
1.6275,290.5882,200.00,0,-90.5882,pid
1.7642,290.5882,200.00,0,-90.5882,pid
1.9166,290.5882,200.00,0,-90.5882,pid
2.0607,290.5882,200.00,0,-90.5882,pid
2.2014,290.5882,200.00,0,-90.5882,pid
2.3503,290.5882,200.00,0,-90.5882,pid
2.5026,290.5882,200.00,0,-90.5882,pid
2.6461,290.5882,200.00,0,-90.5882,pid
2.7954,290.5882,200.00,0,-90.5882,pid
2.9401,290.5882,200.00,0,-90.5882,pid
3.0791,290.5882,200.00,0,-90.5882,pid
3.2130,290.5882,200.00,0,-90.5882,pid
3.3634,290.5882,200.00,0,-90.5882,pid
3.5052,290.5882,200.00,0,-90.5882,pid
3.6651,290.5882,200.00,0,-90.5882,pid
3.8205,290.5882,200.00,0,-90.5882,pid
3.9702,290.5882,200.00,0,-90.5882,pid
4.1228,290.5882,200.00,0,-90.5882,pid
4.2701,290.5882,200.00,0,-90.5882,pid
4.4106,290.5882,200.00,0,-90.5882,pid
4.5579,290.5882,200.00,0,-90.5882,pid
4.7019,290.5882,200.00,0,-90.5882,pid
4.8533,290.5882,200.00,0,-90.5882,pid
5.0024,290.5882,200.00,0,-90.5882,pid
5.1608,290.5882,200.00,0,-90.5882,pid
5.3068,290.5882,200.00,0,-90.5882,pid
5.4708,290.5882,200.00,0,-90.5882,pid
5.6412,290.5882,200.00,0,-90.5882,pid
5.7993,290.5882,200.00,0,-90.5882,pid
5.9543,290.5882,200.00,0,-90.5882,pid
6.1167,290.5882,200.00,0,-90.5882,pid
6.2897,290.5882,200.00,0,-90.5882,pid
6.4395,290.5882,200.00,0,-90.5882,pid
6.5905,290.5882,200.00,0,-90.5882,pid
9.4265,290.5882,200.00,0,-90.5882,pid
9.5673,290.5882,200.00,0,-90.5882,pid
9.7115,290.5882,200.00,0,-90.5882,pid
9.8564,290.5882,200.00,0,-90.5882,pid
9.9934,290.5882,200.00,0,-90.5882,pid
10.1233,290.5882,200.00,0,-90.5882,pid
10.2648,290.5882,200.00,0,-90.5882,pid
10.4198,290.5882,200.00,0,-90.5882,pid
10.5627,290.5882,200.00,0,-90.5882,pid
10.7020,290.5882,200.00,0,-90.5882,pid
10.8439,290.5882,200.00,0,-90.5882,pid
10.9723,290.5882,200.00,0,-90.5882,pid
11.1180,290.5882,200.00,0,-90.5882,pid
11.2608,290.5882,200.00,0,-90.5882,pid
11.4026,290.5882,200.00,0,-90.5882,pid
11.5412,290.5882,200.00,0,-90.5882,pid
11.7015,290.5882,200.00,0,-90.5882,pid
11.8466,290.5882,200.00,0,-90.5882,pid
15.4822,300.0000,200.00,0,-100.0000,pid
15.6441,300.0000,200.00,0,-100.0000,pid
15.8064,300.0000,200.00,0,-100.0000,pid
15.9553,300.0000,200.00,0,-100.0000,pid
16.1096,300.0000,200.00,0,-100.0000,pid
16.2573,300.0000,200.00,0,-100.0000,pid
16.4146,300.0000,200.00,0,-100.0000,pid
16.5889,300.0000,200.00,0,-100.0000,pid
16.7534,300.0000,200.00,0,-100.0000,pid
16.9368,300.0000,200.00,0,-100.0000,pid
17.1001,300.0000,200.00,0,-100.0000,pid
17.2890,300.0000,200.00,0,-100.0000,pid
17.4623,300.0000,200.00,0,-100.0000,pid
17.6285,300.0000,200.00,0,-100.0000,pid
17.7768,300.0000,200.00,0,-100.0000,pid
17.9381,300.0000,200.00,0,-100.0000,pid
18.8264,300.0000,200.00,0,-100.0000,pid
18.9894,300.0000,200.00,0,-100.0000,pid
19.1608,300.0000,200.00,0,-100.0000,pid
19.3225,300.0000,200.00,0,-100.0000,pid
19.4908,300.0000,200.00,0,-100.0000,pid
20.1424,300.0000,200.00,0,-100.0000,pid
20.2969,300.0000,200.00,0,-100.0000,pid
20.4635,300.0000,200.00,0,-100.0000,pid
20.6131,300.0000,200.00,0,-100.0000,pid
20.7795,300.0000,200.00,0,-100.0000,pid
20.9389,300.0000,200.00,0,-100.0000,pid
21.0926,300.0000,200.00,0,-100.0000,pid
21.2357,300.0000,200.00,0,-100.0000,pid
21.3828,300.0000,200.00,0,-100.0000,pid
21.5415,300.0000,200.00,0,-100.0000,pid
21.6865,300.0000,200.00,0,-100.0000,pid
21.8309,300.0000,200.00,0,-100.0000,pid
21.9893,300.0000,200.00,0,-100.0000,pid
22.1284,300.0000,200.00,0,-100.0000,pid
22.2639,300.0000,200.00,0,-100.0000,pid
22.4133,300.0000,200.00,0,-100.0000,pid
22.5444,300.0000,200.00,0,-100.0000,pid
22.6874,300.0000,200.00,0,-100.0000,pid
22.8389,300.0000,200.00,0,-100.0000,pid
22.9817,300.0000,200.00,0,-100.0000,pid
23.1335,300.0000,200.00,0,-100.0000,pid
23.3444,300.0000,200.00,0,-100.0000,pid
23.6158,300.0000,200.00,0,-100.0000,pid
23.8698,300.0000,200.00,0,-100.0000,pid
24.1951,300.0000,200.00,0,-100.0000,pid
24.4746,300.0000,200.00,0,-100.0000,pid
24.6650,300.0000,200.00,0,-100.0000,pid
24.8709,300.0000,200.00,0,-100.0000,pid
25.0497,300.0000,200.00,0,-100.0000,pid
25.2974,300.0000,200.00,0,-100.0000,pid
25.5122,300.0000,200.00,0,-100.0000,pid
25.7134,300.0000,200.00,0,-100.0000,pid
25.9185,300.0000,200.00,0,-100.0000,pid
26.2397,300.0000,200.00,0,-100.0000,pid
26.4708,300.0000,200.00,0,-100.0000,pid
26.6707,300.0000,200.00,0,-100.0000,pid
26.8536,300.0000,200.00,0,-100.0000,pid
27.0269,300.0000,200.00,0,-100.0000,pid
27.1932,300.0000,200.00,0,-100.0000,pid
27.3409,300.0000,200.00,0,-100.0000,pid
27.5042,300.0000,200.00,0,-100.0000,pid
27.6730,300.0000,200.00,0,-100.0000,pid
27.8320,300.0000,200.00,0,-100.0000,pid
28.0145,300.0000,200.00,0,-100.0000,pid
28.1869,300.0000,200.00,0,-100.0000,pid
28.3551,300.0000,200.00,0,-100.0000,pid
28.5218,300.0000,200.00,0,-100.0000,pid
28.6895,300.0000,200.00,0,-100.0000,pid
28.9441,300.0000,200.00,0,-100.0000,pid
29.1541,300.0000,200.00,0,-100.0000,pid
29.3468,300.0000,200.00,0,-100.0000,pid
29.5292,300.0000,200.00,0,-100.0000,pid
29.6967,300.0000,200.00,0,-100.0000,pid
29.8737,300.0000,200.00,0,-100.0000,pid
30.0654,300.0000,200.00,0,-100.0000,pid
30.2437,300.0000,200.00,0,-100.0000,pid
