time_s,temp_c,setpoint_c,pwm,error_c
1.2166,0.0000,300.00,120,300.0000
1.3856,0.0000,300.00,180,300.0000
1.5460,0.0000,300.00,213,300.0000
1.7308,149.6078,300.00,141,150.3922
1.9106,249.8039,300.00,119,50.1961
2.0906,312.9412,300.00,98,-12.9412
2.2406,334.9020,300.00,94,-34.9020
2.3889,339.0196,300.00,92,-39.0196
2.5525,339.0196,300.00,88,-39.0196
2.7037,333.5294,300.00,88,-33.5294
2.8528,325.2941,300.00,90,-25.2941
3.0121,321.1765,300.00,88,-21.1765
3.1744,318.4314,300.00,87,-18.4314
3.3169,315.6863,300.00,86,-15.6863
3.4735,312.9412,300.00,86,-12.9412
3.6172,311.5686,300.00,85,-11.5686
3.7727,307.4510,300.00,86,-7.4510
3.9274,303.3333,300.00,0,-3.3333
4.0793,280.0000,300.00,0,20.0000
4.2429,227.8431,300.00,0,72.1569
4.4121,175.6863,300.00,0,124.3137
4.5779,0.0000,300.00,0,300.0000
4.7454,0.0000,300.00,0,300.0000
4.9213,0.0000,300.00,0,300.0000
5.0808,0.0000,300.00,0,300.0000
5.2457,0.0000,300.00,0,300.0000
5.4040,0.0000,300.00,0,300.0000
5.5632,0.0000,300.00,0,300.0000
5.7204,0.0000,300.00,0,300.0000
5.8672,0.0000,300.00,0,300.0000
