time_s,temp_c,setpoint_c,pwm,error_c,phase
4.0703,58.8235,200.00,255,141.1765,preheat
4.0879,58.8235,200.00,255,141.1765,preheat
4.1076,58.8235,200.00,255,141.1765,preheat
4.1319,58.8235,200.00,255,141.1765,preheat
4.1547,58.8235,200.00,255,141.1765,preheat
4.1723,58.8235,200.00,255,141.1765,preheat
4.1865,58.8235,200.00,255,141.1765,preheat
4.2048,58.8235,200.00,255,141.1765,preheat
4.2221,58.8235,200.00,255,141.1765,preheat
4.2382,58.8235,200.00,255,141.1765,preheat
4.2570,58.8235,200.00,255,141.1765,preheat
4.2715,58.8235,200.00,255,141.1765,preheat
4.2890,58.8235,200.00,255,141.1765,preheat
4.3058,58.8235,200.00,255,141.1765,preheat
4.3225,58.8235,200.00,255,141.1765,preheat
4.3392,58.8235,200.00,255,141.1765,preheat
4.3544,58.8235,200.00,255,141.1765,preheat
4.3710,58.8235,200.00,255,141.1765,preheat
4.3897,58.8235,200.00,255,141.1765,preheat
4.4056,58.8235,200.00,255,141.1765,preheat
4.4235,58.8235,200.00,255,141.1765,preheat
4.4386,58.8235,200.00,255,141.1765,preheat
4.4541,58.8235,200.00,255,141.1765,preheat
4.4710,58.8235,200.00,255,141.1765,preheat
4.4897,58.8235,200.00,255,141.1765,preheat
4.5049,58.8235,200.00,255,141.1765,preheat
4.5238,58.8235,200.00,255,141.1765,preheat
4.5391,58.8235,200.00,255,141.1765,preheat
4.5562,58.8235,200.00,255,141.1765,preheat
4.5720,58.8235,200.00,255,141.1765,preheat
4.5904,58.8235,200.00,255,141.1765,preheat
4.6142,58.8235,200.00,255,141.1765,preheat
4.6398,58.8235,200.00,255,141.1765,preheat
4.6542,58.8235,200.00,255,141.1765,preheat
4.6732,58.8235,200.00,255,141.1765,preheat
4.6893,58.8235,200.00,255,141.1765,preheat
4.7065,58.8235,200.00,255,141.1765,preheat
4.7226,58.8235,200.00,255,141.1765,preheat
4.7394,58.8235,200.00,255,141.1765,preheat
4.7538,58.8235,200.00,255,141.1765,preheat
4.7727,58.8235,200.00,255,141.1765,preheat
4.7885,58.8235,200.00,255,141.1765,preheat
4.8046,58.8235,200.00,255,141.1765,preheat
4.8220,58.8235,200.00,255,141.1765,preheat
4.8383,58.8235,200.00,255,141.1765,preheat
4.8559,58.8235,200.00,255,141.1765,preheat
4.8790,58.8235,200.00,255,141.1765,preheat
4.9054,58.8235,200.00,255,141.1765,preheat
4.9213,58.8235,200.00,255,141.1765,preheat
4.9404,58.8235,200.00,255,141.1765,preheat
4.9628,58.8235,200.00,255,141.1765,preheat
4.9900,58.8235,200.00,255,141.1765,preheat
5.0090,58.8235,200.00,255,141.1765,preheat
5.0210,58.8235,200.00,255,141.1765,preheat
5.0404,58.8235,200.00,255,141.1765,preheat
5.0636,58.8235,200.00,255,141.1765,preheat
5.0902,58.8235,200.00,255,141.1765,preheat
5.1043,58.8235,200.00,255,141.1765,preheat
5.1231,58.8235,200.00,255,141.1765,preheat
5.1454,58.8235,200.00,255,141.1765,preheat
5.1728,58.8235,200.00,255,141.1765,preheat
5.1918,58.8235,200.00,255,141.1765,preheat
5.2054,58.8235,200.00,255,141.1765,preheat
5.2226,58.8235,200.00,255,141.1765,preheat
5.2402,58.8235,200.00,255,141.1765,preheat
5.2632,58.8235,200.00,255,141.1765,preheat
5.2891,58.8235,200.00,255,141.1765,preheat
5.3061,58.8235,200.00,255,141.1765,preheat
5.3228,58.8235,200.00,255,141.1765,preheat
5.3468,58.8235,200.00,255,141.1765,preheat
5.3718,58.8235,200.00,255,141.1765,preheat
5.3886,58.8235,200.00,255,141.1765,preheat
5.4054,58.8235,200.00,255,141.1765,preheat
5.4279,58.8235,200.00,255,141.1765,preheat
5.4381,58.8235,200.00,255,141.1765,preheat
5.4553,58.8235,200.00,255,141.1765,preheat
5.4717,58.8235,200.00,255,141.1765,preheat
5.4898,58.8235,200.00,255,141.1765,preheat
5.5126,58.8235,200.00,255,141.1765,preheat
5.5394,58.8235,200.00,255,141.1765,preheat
5.5553,58.8235,200.00,255,141.1765,preheat
5.5735,58.8235,200.00,255,141.1765,preheat
5.5965,58.8235,200.00,255,141.1765,preheat
5.6241,58.8235,200.00,255,141.1765,preheat
5.6380,58.8235,200.00,255,141.1765,preheat
5.6542,58.8235,200.00,255,141.1765,preheat
5.6747,58.8235,200.00,255,141.1765,preheat
5.6881,58.8235,200.00,255,141.1765,preheat
5.7042,58.8235,200.00,255,141.1765,preheat
5.7219,58.8235,200.00,255,141.1765,preheat
5.7378,58.8235,200.00,255,141.1765,preheat
5.7562,58.8235,200.00,255,141.1765,preheat
5.7731,58.8235,200.00,255,141.1765,preheat
5.7873,58.8235,200.00,255,141.1765,preheat
5.8047,58.8235,200.00,255,141.1765,preheat
5.8208,58.8235,200.00,255,141.1765,preheat
5.8384,58.8235,200.00,255,141.1765,preheat
5.8567,58.8235,200.00,255,141.1765,preheat
5.8724,58.8235,200.00,255,141.1765,preheat
5.8889,58.8235,200.00,255,141.1765,preheat
5.9046,58.8235,200.00,255,141.1765,preheat
5.9239,58.8235,200.00,255,141.1765,preheat
5.9380,58.8235,200.00,255,141.1765,preheat
