time_s,temp_c,setpoint_c,pwm,error_c,phase
0.3836,295.2941,200.00,255,-95.2941,preheat
0.0162,296.4706,200.00,0,-96.4706,pid
0.1283,290.5882,200.00,0,-90.5882,pid
0.6449,295.2941,200.00,0,-95.2941,pid
0.8628,295.2941,200.00,0,-95.2941,pid
1.0764,294.1176,200.00,0,-94.1176,pid
1.2870,294.1176,200.00,0,-94.1176,pid
1.4963,294.1176,200.00,0,-94.1176,pid
1.7158,295.2941,200.00,0,-95.2941,pid
1.9259,292.9412,200.00,0,-92.9412,pid
2.1323,295.2941,200.00,0,-95.2941,pid
2.3443,295.2941,200.00,0,-95.2941,pid
2.5475,296.4706,200.00,0,-96.4706,pid
2.7809,295.2941,200.00,0,-95.2941,pid
3.0010,292.9412,200.00,0,-92.9412,pid
3.1993,294.1176,200.00,0,-94.1176,pid
3.4171,295.2941,200.00,0,-95.2941,pid
3.6269,292.9412,200.00,0,-92.9412,pid
3.8229,295.2941,200.00,0,-95.2941,pid
4.0308,294.1176,200.00,0,-94.1176,pid
4.2434,291.7647,200.00,0,-91.7647,pid
4.4715,296.4706,200.00,0,-96.4706,pid
4.6573,295.2941,200.00,0,-95.2941,pid
4.8742,296.4706,200.00,0,-96.4706,pid
5.1022,292.9412,200.00,0,-92.9412,pid
5.3008,295.2941,200.00,0,-95.2941,pid
5.5351,292.9412,200.00,0,-92.9412,pid
5.7367,292.9412,200.00,0,-92.9412,pid
5.9358,295.2941,200.00,0,-95.2941,pid
6.1487,294.1176,200.00,0,-94.1176,pid
6.3654,295.2941,200.00,0,-95.2941,pid
6.5750,294.1176,200.00,0,-94.1176,pid
6.7868,291.7647,200.00,0,-91.7647,pid
6.9796,291.7647,200.00,0,-91.7647,pid
7.2039,290.5882,200.00,0,-90.5882,pid
7.4130,295.2941,200.00,0,-95.2941,pid
7.6406,294.1176,200.00,0,-94.1176,pid
7.8261,292.9412,200.00,0,-92.9412,pid
8.0261,294.1176,200.00,0,-94.1176,pid
8.2222,295.2941,200.00,0,-95.2941,pid
8.4383,294.1176,200.00,0,-94.1176,pid
8.6581,292.9412,200.00,0,-92.9412,pid
8.8589,296.4706,200.00,0,-96.4706,pid
9.1110,292.9412,200.00,0,-92.9412,pid
9.3206,290.5882,200.00,0,-90.5882,pid
9.5598,296.4706,200.00,0,-96.4706,pid
9.7560,291.7647,200.00,0,-91.7647,pid
9.9472,290.5882,200.00,0,-90.5882,pid
10.1399,292.9412,200.00,0,-92.9412,pid
10.3545,295.2941,200.00,0,-95.2941,pid
10.5365,294.1176,200.00,0,-94.1176,pid
