time_s,temp_c,setpoint_c,pwm,error_c,phase
0.2045,0.0000,200.00,255,200.0000,preheat
0.2692,0.0000,200.00,255,200.0000,preheat
0.3341,0.0000,200.00,255,200.0000,preheat
0.4146,0.0000,200.00,255,200.0000,preheat
0.4912,0.0000,200.00,255,200.0000,preheat
0.5636,0.0000,200.00,255,200.0000,preheat
0.6426,0.0000,200.00,255,200.0000,preheat
0.7280,0.0000,200.00,255,200.0000,preheat
0.8197,0.0000,200.00,255,200.0000,preheat
0.8925,0.0000,200.00,255,200.0000,preheat
0.9565,0.0000,200.00,255,200.0000,preheat
1.0434,0.0000,200.00,255,200.0000,preheat
1.1093,0.0000,200.00,255,200.0000,preheat
1.1665,0.0000,200.00,255,200.0000,preheat
1.2463,0.0000,200.00,255,200.0000,preheat
1.3428,0.0000,200.00,255,200.0000,preheat
1.4026,151.7647,200.00,255,48.2353,preheat
1.4684,151.7647,200.00,255,48.2353,preheat
1.5428,164.7059,200.00,255,35.2941,preheat
1.6039,164.7059,200.00,255,35.2941,preheat
1.6807,176.4706,200.00,255,23.5294,preheat
0.0179,191.7647,200.00,6,8.2353,pid
0.1156,203.5294,200.00,0,-3.5294,pid
0.6418,203.5294,200.00,0,-3.5294,pid
0.8823,203.5294,200.00,0,-3.5294,pid
1.0927,203.5294,200.00,0,-3.5294,pid
1.3026,203.5294,200.00,0,-3.5294,pid
1.5535,203.5294,200.00,0,-3.5294,pid
1.7713,203.5294,200.00,0,-3.5294,pid
2.0217,203.5294,200.00,0,-3.5294,pid
2.2683,203.5294,200.00,0,-3.5294,pid
2.5119,203.5294,200.00,0,-3.5294,pid
2.7446,203.5294,200.00,0,-3.5294,pid
3.0133,203.5294,200.00,0,-3.5294,pid
3.1959,203.5294,200.00,0,-3.5294,pid
3.4406,203.5294,200.00,0,-3.5294,pid
3.6967,203.5294,200.00,0,-3.5294,pid
3.9107,203.5294,200.00,0,-3.5294,pid
4.1456,203.5294,200.00,0,-3.5294,pid
4.3434,203.5294,200.00,0,-3.5294,pid
4.5553,203.5294,200.00,0,-3.5294,pid
4.7949,203.5294,200.00,0,-3.5294,pid
4.9975,203.5294,200.00,0,-3.5294,pid
5.2135,203.5294,200.00,0,-3.5294,pid
5.4538,203.5294,200.00,0,-3.5294,pid
5.6669,203.5294,200.00,0,-3.5294,pid
5.9302,203.5294,200.00,0,-3.5294,pid
6.1356,203.5294,200.00,0,-3.5294,pid
6.3684,203.5294,200.00,0,-3.5294,pid
6.6292,203.5294,200.00,0,-3.5294,pid
6.8982,203.5294,200.00,0,-3.5294,pid
7.1333,203.5294,200.00,0,-3.5294,pid
7.3743,203.5294,200.00,0,-3.5294,pid
7.6294,203.5294,200.00,0,-3.5294,pid
7.8767,203.5294,200.00,0,-3.5294,pid
8.1598,203.5294,200.00,0,-3.5294,pid
8.3819,203.5294,200.00,0,-3.5294,pid
8.6020,203.5294,200.00,0,-3.5294,pid
8.8388,203.5294,200.00,0,-3.5294,pid
9.0515,203.5294,200.00,0,-3.5294,pid
9.2914,203.5294,200.00,0,-3.5294,pid
9.5140,203.5294,200.00,0,-3.5294,pid
9.7215,203.5294,200.00,0,-3.5294,pid
9.9513,203.5294,200.00,0,-3.5294,pid
10.3020,203.5294,200.00,0,-3.5294,pid
10.7797,203.5294,200.00,0,-3.5294,pid
11.2158,203.5294,200.00,0,-3.5294,pid
11.6845,203.5294,200.00,0,-3.5294,pid
12.1474,203.5294,200.00,0,-3.5294,pid
12.6172,203.5294,200.00,0,-3.5294,pid
13.0848,203.5294,200.00,0,-3.5294,pid
13.5649,203.5294,200.00,0,-3.5294,pid
14.0307,203.5294,200.00,0,-3.5294,pid
14.4804,203.5294,200.00,0,-3.5294,pid
14.9225,203.5294,200.00,0,-3.5294,pid
15.3643,203.5294,200.00,0,-3.5294,pid
15.8473,203.5294,200.00,0,-3.5294,pid
16.3137,203.5294,200.00,0,-3.5294,pid
16.7452,203.5294,200.00,0,-3.5294,pid
17.2321,203.5294,200.00,0,-3.5294,pid
17.6470,203.5294,200.00,0,-3.5294,pid
18.0832,203.5294,200.00,0,-3.5294,pid
18.5342,203.5294,200.00,0,-3.5294,pid
19.0224,203.5294,200.00,0,-3.5294,pid
19.5314,203.5294,200.00,0,-3.5294,pid
20.0212,203.5294,200.00,0,-3.5294,pid
20.5022,203.5294,200.00,0,-3.5294,pid
22.0104,203.5294,200.00,0,-3.5294,pid
22.2266,203.5294,200.00,0,-3.5294,pid
22.4822,203.5294,200.00,0,-3.5294,pid
22.6974,203.5294,200.00,0,-3.5294,pid
22.8933,203.5294,200.00,0,-3.5294,pid
23.1096,203.5294,200.00,0,-3.5294,pid
24.0122,203.5294,200.00,0,-3.5294,pid
24.2752,203.5294,200.00,0,-3.5294,pid
24.4975,203.5294,200.00,0,-3.5294,pid
24.6991,203.5294,200.00,0,-3.5294,pid
24.9313,203.5294,200.00,0,-3.5294,pid
25.1695,203.5294,200.00,0,-3.5294,pid
25.4204,203.5294,200.00,0,-3.5294,pid
25.6792,203.5294,200.00,0,-3.5294,pid
25.9449,203.5294,200.00,0,-3.5294,pid
26.2182,203.5294,200.00,0,-3.5294,pid
26.4775,203.5294,200.00,0,-3.5294,pid
26.7310,203.5294,200.00,0,-3.5294,pid
26.9708,203.5294,200.00,0,-3.5294,pid
27.2424,203.5294,200.00,0,-3.5294,pid
