time_s,temp_c,setpoint_c,pwm,error_c
1.0933,0.0000,200.00,255,200.0000
1.0967,0.0000,200.00,255,200.0000
1.1007,0.0000,200.00,255,200.0000
1.1034,0.0000,200.00,255,200.0000
1.1062,0.0000,200.00,255,200.0000
1.1094,0.0000,200.00,255,200.0000
1.1131,0.0000,200.00,255,200.0000
1.1164,0.0000,200.00,255,200.0000
1.1191,0.0000,200.00,255,200.0000
1.1228,0.0000,200.00,255,200.0000
1.1256,0.0000,200.00,255,200.0000
1.1289,0.0000,200.00,255,200.0000
1.1316,0.0000,200.00,255,200.0000
1.1343,0.0000,200.00,255,200.0000
1.1371,0.0000,200.00,255,200.0000
1.1403,0.0000,200.00,255,200.0000
1.1431,0.0000,200.00,255,200.0000
1.1460,0.0000,200.00,255,200.0000
1.1489,0.0000,200.00,255,200.0000
1.1517,0.0000,200.00,255,200.0000
1.1543,0.0000,200.00,255,200.0000
1.1574,0.0000,200.00,255,200.0000
1.1664,0.0000,200.00,255,200.0000
1.1701,0.0000,200.00,255,200.0000
1.1728,0.0000,200.00,255,200.0000
1.1762,0.0000,200.00,255,200.0000
1.1789,0.0000,200.00,255,200.0000
1.1819,0.0000,200.00,255,200.0000
1.1851,0.0000,200.00,255,200.0000
1.1882,0.0000,200.00,255,200.0000
1.1913,0.0000,200.00,255,200.0000
1.1945,0.0000,200.00,255,200.0000
1.1977,0.0000,200.00,255,200.0000
1.2006,0.0000,200.00,255,200.0000
1.2036,0.0000,200.00,255,200.0000
1.2064,0.0000,200.00,255,200.0000
1.2094,0.0000,200.00,255,200.0000
1.2124,0.0000,200.00,255,200.0000
1.2156,0.0000,200.00,255,200.0000
1.2183,0.0000,200.00,255,200.0000
1.2211,0.0000,200.00,255,200.0000
1.2243,0.0000,200.00,255,200.0000
1.2275,0.0000,200.00,255,200.0000
1.2320,0.0000,200.00,255,200.0000
1.2358,0.0000,200.00,255,200.0000
1.2391,0.0000,200.00,255,200.0000
1.2417,0.0000,200.00,255,200.0000
1.2445,0.0000,200.00,255,200.0000
1.2475,0.0000,200.00,255,200.0000
1.2502,0.0000,200.00,255,200.0000
1.2531,0.0000,200.00,255,200.0000
1.2562,0.0000,200.00,255,200.0000
1.2591,0.0000,200.00,255,200.0000
1.2619,0.0000,200.00,255,200.0000
1.2656,0.0000,200.00,255,200.0000
1.2685,0.0000,200.00,255,200.0000
1.2713,0.0000,200.00,255,200.0000
1.2741,0.0000,200.00,255,200.0000
1.2770,0.0000,200.00,255,200.0000
1.2799,0.0000,200.00,255,200.0000
1.2832,0.0000,200.00,255,200.0000
1.2860,0.0000,200.00,255,200.0000
1.2892,0.0000,200.00,255,200.0000
1.2923,0.0000,200.00,255,200.0000
1.2969,0.0000,200.00,255,200.0000
1.2997,0.0000,200.00,255,200.0000
1.3024,0.0000,200.00,255,200.0000
1.3051,0.0000,200.00,255,200.0000
1.3079,0.0000,200.00,255,200.0000
1.3110,0.0000,200.00,255,200.0000
1.3136,0.0000,200.00,255,200.0000
