time_s,temp_c,setpoint_c,pwm,error_c,phase
0.1482,0.0000,200.00,255,200.0000,preheat
0.2002,0.0000,200.00,255,200.0000,preheat
0.2471,0.0000,200.00,255,200.0000,preheat
0.3044,0.0000,200.00,255,200.0000,preheat
0.3433,0.0000,200.00,255,200.0000,preheat
0.3953,0.0000,200.00,255,200.0000,preheat
0.4510,0.0000,200.00,255,200.0000,preheat
0.5009,0.0000,200.00,255,200.0000,preheat
0.5565,0.0000,200.00,255,200.0000,preheat
0.6319,0.0000,200.00,255,200.0000,preheat
0.6928,0.0000,200.00,255,200.0000,preheat
0.7611,0.0000,200.00,255,200.0000,preheat
0.8219,0.0000,200.00,255,200.0000,preheat
0.8746,0.0000,200.00,255,200.0000,preheat
0.9368,0.0000,200.00,255,200.0000,preheat
0.9827,0.0000,200.00,255,200.0000,preheat
1.0383,0.0000,200.00,255,200.0000,preheat
1.1075,0.0000,200.00,255,200.0000,preheat
1.1719,0.0000,200.00,255,200.0000,preheat
1.2370,0.0000,200.00,255,200.0000,preheat
1.2901,0.0000,200.00,255,200.0000,preheat
1.3576,0.0000,200.00,255,200.0000,preheat
1.4186,0.0000,200.00,255,200.0000,preheat
1.4670,0.0000,200.00,255,200.0000,preheat
1.5165,0.0000,200.00,255,200.0000,preheat
1.5665,0.0000,200.00,255,200.0000,preheat
1.6183,0.0000,200.00,255,200.0000,preheat
1.6669,0.0000,200.00,255,200.0000,preheat
1.7189,0.0000,200.00,255,200.0000,preheat
1.7644,0.0000,200.00,255,200.0000,preheat
1.8180,0.0000,200.00,255,200.0000,preheat
1.8679,0.0000,200.00,255,200.0000,preheat
1.9094,0.0000,200.00,255,200.0000,preheat
1.9667,0.0000,200.00,255,200.0000,preheat
2.0147,0.0000,200.00,255,200.0000,preheat
2.0666,0.0000,200.00,255,200.0000,preheat
2.1125,0.0000,200.00,255,200.0000,preheat
2.1699,0.0000,200.00,255,200.0000,preheat
2.2153,0.0000,200.00,255,200.0000,preheat
2.2704,0.0000,200.00,255,200.0000,preheat
2.3139,0.0000,200.00,255,200.0000,preheat
2.3676,0.0000,200.00,255,200.0000,preheat
2.4151,0.0000,200.00,255,200.0000,preheat
2.4594,0.0000,200.00,255,200.0000,preheat
2.5160,0.0000,200.00,255,200.0000,preheat
2.5664,0.0000,200.00,255,200.0000,preheat
2.6170,0.0000,200.00,255,200.0000,preheat
2.6655,0.0000,200.00,255,200.0000,preheat
2.7163,0.0000,200.00,255,200.0000,preheat
2.7675,0.0000,200.00,255,200.0000,preheat
2.8146,0.0000,200.00,255,200.0000,preheat
2.8617,0.0000,200.00,255,200.0000,preheat
2.9128,0.0000,200.00,255,200.0000,preheat
2.9638,0.0000,200.00,255,200.0000,preheat
3.0125,0.0000,200.00,255,200.0000,preheat
