time_s,temp_c,setpoint_c,pwm,error_c,phase
3.0652,0.0000,200.00,255,200.0000,preheat
3.1156,0.0000,200.00,255,200.0000,preheat
3.1623,0.0000,200.00,255,200.0000,preheat
3.2118,0.0000,200.00,255,200.0000,preheat
3.2593,0.0000,200.00,255,200.0000,preheat
3.3095,0.0000,200.00,255,200.0000,preheat
3.3617,0.0000,200.00,255,200.0000,preheat
3.4134,0.0000,200.00,255,200.0000,preheat
3.4661,0.0000,200.00,255,200.0000,preheat
3.5141,0.0000,200.00,255,200.0000,preheat
3.5657,0.0000,200.00,255,200.0000,preheat
3.6138,0.0000,200.00,255,200.0000,preheat
3.6684,0.0000,200.00,255,200.0000,preheat
3.7211,0.0000,200.00,255,200.0000,preheat
3.7729,0.0000,200.00,255,200.0000,preheat
3.8372,0.0000,200.00,255,200.0000,preheat
3.8849,0.0000,200.00,255,200.0000,preheat
3.9291,0.0000,200.00,255,200.0000,preheat
3.9884,0.0000,200.00,255,200.0000,preheat
4.0359,0.0000,200.00,255,200.0000,preheat
4.0873,0.0000,200.00,255,200.0000,preheat
4.1368,0.0000,200.00,255,200.0000,preheat
4.1856,0.0000,200.00,255,200.0000,preheat
4.2369,0.0000,200.00,255,200.0000,preheat
4.2901,0.0000,200.00,255,200.0000,preheat
4.3496,0.0000,200.00,255,200.0000,preheat
4.3995,0.0000,200.00,255,200.0000,preheat
4.4507,0.0000,200.00,255,200.0000,preheat
4.5057,0.0000,200.00,255,200.0000,preheat
4.5511,0.0000,200.00,255,200.0000,preheat
4.6057,0.0000,200.00,255,200.0000,preheat
4.6578,0.0000,200.00,255,200.0000,preheat
4.7134,0.0000,200.00,255,200.0000,preheat
4.7643,0.0000,200.00,255,200.0000,preheat
4.8145,0.0000,200.00,255,200.0000,preheat
4.8617,0.0000,200.00,255,200.0000,preheat
4.9102,0.0000,200.00,255,200.0000,preheat
4.9623,0.0000,200.00,255,200.0000,preheat
5.0183,0.0000,200.00,255,200.0000,preheat
5.0672,0.0000,200.00,255,200.0000,preheat
5.1208,0.0000,200.00,255,200.0000,preheat
5.1650,0.0000,200.00,255,200.0000,preheat
5.2173,0.0000,200.00,255,200.0000,preheat
5.2661,0.0000,200.00,255,200.0000,preheat
5.3135,0.0000,200.00,255,200.0000,preheat
5.3663,0.0000,200.00,255,200.0000,preheat
5.4147,0.0000,200.00,255,200.0000,preheat
5.4604,0.0000,200.00,255,200.0000,preheat
5.5131,0.0000,200.00,255,200.0000,preheat
5.5603,0.0000,200.00,255,200.0000,preheat
5.6113,0.0000,200.00,255,200.0000,preheat
5.6637,0.0000,200.00,255,200.0000,preheat
5.7123,0.0000,200.00,255,200.0000,preheat
5.7618,0.0000,200.00,255,200.0000,preheat
5.8106,0.0000,200.00,255,200.0000,preheat
5.8617,0.0000,200.00,255,200.0000,preheat
5.9067,0.0000,200.00,255,200.0000,preheat
5.9581,0.0000,200.00,255,200.0000,preheat
6.0110,0.0000,200.00,255,200.0000,preheat
6.0649,0.0000,200.00,255,200.0000,preheat
6.1171,0.0000,200.00,255,200.0000,preheat
6.1675,0.0000,200.00,255,200.0000,preheat
6.2161,0.0000,200.00,255,200.0000,preheat
6.2677,0.0000,200.00,255,200.0000,preheat
6.3192,0.0000,200.00,255,200.0000,preheat
6.3685,0.0000,200.00,255,200.0000,preheat
6.4281,0.0000,200.00,255,200.0000,preheat
6.4814,0.0000,200.00,255,200.0000,preheat
6.5272,0.0000,200.00,255,200.0000,preheat
6.5757,0.0000,200.00,255,200.0000,preheat
6.6315,0.0000,200.00,255,200.0000,preheat
6.6865,0.0000,200.00,255,200.0000,preheat
6.7395,0.0000,200.00,255,200.0000,preheat
6.8001,0.0000,200.00,255,200.0000,preheat
6.8536,0.0000,200.00,255,200.0000,preheat
6.9015,0.0000,200.00,255,200.0000,preheat
6.9488,0.0000,200.00,255,200.0000,preheat
6.9934,0.0000,200.00,255,200.0000,preheat
7.0409,0.0000,200.00,255,200.0000,preheat
7.0999,0.0000,200.00,255,200.0000,preheat
7.1488,0.0000,200.00,255,200.0000,preheat
7.1955,0.0000,200.00,255,200.0000,preheat
7.2531,0.0000,200.00,255,200.0000,preheat
7.2967,0.0000,200.00,255,200.0000,preheat
7.3478,0.0000,200.00,255,200.0000,preheat
7.3922,0.0000,200.00,255,200.0000,preheat
7.4466,0.0000,200.00,255,200.0000,preheat
7.5017,0.0000,200.00,255,200.0000,preheat
7.5472,0.0000,200.00,255,200.0000,preheat
7.5952,0.0000,200.00,255,200.0000,preheat
7.6455,0.0000,200.00,255,200.0000,preheat
7.6932,0.0000,200.00,255,200.0000,preheat
7.7494,0.0000,200.00,255,200.0000,preheat
7.7950,0.0000,200.00,255,200.0000,preheat
7.8464,0.0000,200.00,255,200.0000,preheat
7.8950,0.0000,200.00,255,200.0000,preheat
7.9473,0.0000,200.00,255,200.0000,preheat
7.9942,0.0000,200.00,255,200.0000,preheat
8.0516,0.0000,200.00,255,200.0000,preheat
8.1119,0.0000,200.00,255,200.0000,preheat
8.1674,0.0000,200.00,255,200.0000,preheat
8.2222,0.0000,200.00,255,200.0000,preheat
8.2766,0.0000,200.00,255,200.0000,preheat
8.3300,0.0000,200.00,255,200.0000,preheat
8.3857,0.0000,200.00,255,200.0000,preheat
8.4281,0.0000,200.00,255,200.0000,preheat
8.4792,0.0000,200.00,255,200.0000,preheat
8.5287,0.0000,200.00,255,200.0000,preheat
8.5844,0.0000,200.00,255,200.0000,preheat
8.6352,0.0000,200.00,255,200.0000,preheat
8.6892,0.0000,200.00,255,200.0000,preheat
8.7567,0.0000,200.00,255,200.0000,preheat
8.8209,0.0000,200.00,255,200.0000,preheat
8.8644,0.0000,200.00,255,200.0000,preheat
8.9230,0.0000,200.00,255,200.0000,preheat
8.9843,0.0000,200.00,255,200.0000,preheat
9.0334,0.0000,200.00,255,200.0000,preheat
9.0771,0.0000,200.00,255,200.0000,preheat
9.1327,0.0000,200.00,255,200.0000,preheat
9.1815,0.0000,200.00,255,200.0000,preheat
9.2323,0.0000,200.00,255,200.0000,preheat
9.2805,0.0000,200.00,255,200.0000,preheat
9.3301,0.0000,200.00,255,200.0000,preheat
9.3857,0.0000,200.00,255,200.0000,preheat
9.4331,0.0000,200.00,255,200.0000,preheat
