time_s,temp_c,setpoint_c,pwm,error_c
2.1294,0.0000,280.00,255,280.0000
2.5376,163.3333,280.00,255,116.6667
2.8417,237.4510,280.00,255,42.5490
3.1554,341.7647,280.00,255,-61.7647
3.5517,350.0000,280.00,0,-70.0000
3.9501,343.1373,280.00,0,-63.1373
4.3652,216.8627,280.00,45,63.1373
4.7758,163.3333,280.00,122,116.6667
5.1235,192.1569,280.00,131,87.8431
5.5025,253.9216,280.00,91,26.0784
5.8999,285.4902,280.00,65,-5.4902
6.2605,269.0196,280.00,81,10.9804
6.4990,245.6863,280.00,108,34.3137
6.8032,244.3137,280.00,116,35.6863
7.1915,271.7647,280.00,97,8.2353
7.6308,290.9804,280.00,80,-10.9804
7.9076,277.2549,280.00,91,2.7451
8.2727,266.2745,280.00,102,13.7255
8.5472,274.5098,280.00,98,5.4902
8.9166,285.4902,280.00,88,-5.4902
9.2031,289.6078,280.00,83,-9.6078
9.5961,289.6078,280.00,80,-9.6078
9.9888,274.5098,280.00,93,5.4902
10.3955,267.6471,280.00,102,12.3529
10.6925,267.6471,280.00,106,12.3529
11.0573,273.1373,280.00,103,6.8627
11.4196,282.7451,280.00,95,-2.7451
11.8212,281.3725,280.00,96,-1.3725
12.1953,280.0000,280.00,97,0.0000
12.5039,281.3725,280.00,96,-1.3725
12.8964,278.6275,280.00,98,1.3725
13.2994,278.6275,280.00,99,1.3725
