time_s,temp_c,setpoint_c,pwm,error_c
1.0341,0.0000,300.00,120,300.0000
1.1852,0.0000,300.00,171,300.0000
1.3353,0.0000,300.00,200,300.0000
1.4831,0.0000,300.00,228,300.0000
1.6412,0.0000,300.00,255,300.0000
1.8131,174.3137,300.00,155,125.6863
1.9700,229.2157,300.00,174,70.7843
2.1345,256.6667,300.00,172,43.3333
2.2820,285.4902,300.00,162,14.5098
2.4284,314.3137,300.00,148,-14.3137
2.5892,334.9020,300.00,139,-34.9020
2.7339,339.0196,300.00,138,-39.0196
2.8986,337.6471,300.00,137,-37.6471
3.0499,336.2745,300.00,133,-36.2745
3.2011,334.9020,300.00,130,-34.9020
3.3646,330.7843,300.00,130,-30.7843
3.5310,323.9216,300.00,131,-23.9216
3.6851,321.1765,300.00,128,-21.1765
3.8396,318.4314,300.00,0,-18.4314
3.9882,314.3137,300.00,0,-14.3137
4.1280,229.2157,300.00,0,70.7843
4.2926,186.6667,300.00,0,113.3333
4.4621,155.0980,300.00,0,144.9020
4.6198,0.0000,300.00,0,300.0000
4.7756,0.0000,300.00,0,300.0000
4.9469,0.0000,300.00,0,300.0000
5.1009,0.0000,300.00,0,300.0000
5.2496,0.0000,300.00,0,300.0000
5.3987,0.0000,300.00,0,300.0000
5.5459,0.0000,300.00,0,300.0000
5.7002,0.0000,300.00,0,300.0000
