time_s,temp_c,setpoint_c,pwm,error_c
0.2583,276.4706,,20,
0.2690,276.4706,,20,
0.5673,276.4706,,20,
0.6465,276.4706,,20,
0.6572,276.4706,,20,
0.6679,276.4706,,20,
0.7407,276.4706,,20,
0.7513,276.4706,,20,
0.7614,276.4706,,20,
0.7719,276.4706,,20,
0.8472,276.4706,,20,
0.8577,276.4706,,20,
0.8682,276.4706,,20,
0.8785,276.4706,,20,
0.9607,276.4706,,20,
0.9710,276.4706,,20,
0.9817,276.4706,,20,
1.0725,276.4706,,20,
1.0831,276.4706,,20,
1.1619,276.4706,,20,
1.1724,276.4706,,20,
1.1831,276.4706,,20,
1.1937,276.4706,,20,
1.2736,276.4706,,20,
1.2839,276.4706,,20,
1.2945,276.4706,,20,
1.3773,276.4706,,20,
1.3877,276.4706,,20,
1.3981,276.4706,,20,
1.5387,276.4706,,20,
1.6141,276.4706,,20,
1.6243,276.4706,,20,
1.6349,276.4706,,20,
1.6456,276.4706,,20,
1.7174,276.4706,,20,
1.7276,276.4706,,20,
1.7382,276.4706,,20,
1.7488,276.4706,,20,
1.8194,276.4706,,20,
1.8302,276.4706,,20,
1.8409,276.4706,,20,
1.8517,276.4706,,20,
1.9264,276.4706,,20,
1.9372,276.4706,,20,
1.9474,276.4706,,20,
1.9577,276.4706,,20,
2.0935,276.4706,,20,
2.1737,276.4706,,20,
2.1845,276.4706,,20,
2.1953,276.4706,,20,
2.2711,276.4706,,20,
2.2815,276.4706,,20,
2.2921,276.4706,,20,
2.3027,276.4706,,20,
2.3759,276.4706,,20,
2.3863,276.4706,,20,
2.3971,276.4706,,20,
2.4075,276.4706,,20,
2.4799,276.4706,,20,
2.4903,276.4706,,20,
2.5008,276.4706,,20,
2.5115,276.4706,,20,
2.5855,276.4706,,20,
2.5961,276.4706,,20,
2.6068,276.4706,,20,
2.6170,276.4706,,20,
2.6908,276.4706,,20,
2.7012,276.4706,,20,
2.7114,276.4706,,20,
2.7222,276.4706,,20,
2.7976,276.4706,,20,
2.8081,276.4706,,20,
2.8185,276.4706,,20,
2.8290,276.4706,,20,
2.9089,276.4706,,20,
2.9193,276.4706,,20,
2.9297,276.4706,,20,
3.0095,276.4706,,20,
3.0201,276.4706,,20,
3.0305,276.4706,,20,
3.1068,276.4706,,20,
3.1177,276.4706,,20,
3.1283,276.4706,,20,
3.1396,276.4706,,20,
3.2148,276.4706,,20,
3.2255,276.4706,,20,
3.2361,276.4706,,20,
3.2464,276.4706,,20,
3.3181,276.4706,,20,
3.3286,276.4706,,20,
3.3391,276.4706,,20,
3.3497,276.4706,,20,
3.4263,276.4706,,20,
3.4369,276.4706,,20,
3.4475,276.4706,,20,
3.4579,276.4706,,20,
3.7387,276.4706,,20,
3.8154,276.4706,,20,
3.8260,276.4706,,20,
3.8365,276.4706,,20,
3.8471,276.4706,,20,
3.9269,276.4706,,20,
3.9376,276.4706,,20,
3.9479,276.4706,,20,
4.0185,276.4706,,20,
4.0292,276.4706,,20,
4.0394,276.4706,,20,
4.0499,276.4706,,20,
4.1239,276.4706,,20,
4.1347,276.4706,,20,
4.1450,276.4706,,20,
4.1554,276.4706,,20,
4.2353,276.4706,,20,
4.2459,276.4706,,20,
4.2564,276.4706,,20,
4.3291,276.4706,,20,
4.3398,276.4706,,20,
4.3502,276.4706,,20,
4.3609,276.4706,,20,
4.4923,276.4706,,20,
4.5703,276.4706,,20,
4.5808,276.4706,,20,
4.5912,276.4706,,20,
4.6016,276.4706,,20,
4.7355,276.4706,,20,
